,year,movie,url,genre,release_type,revenue_to_date
1325,1946,The Postman Always Rings Twice,https://www.the-numbers.com/movie/Postman-Always-Rings-Twice-The-(1946),,Theatrical,12000000.0
1341,1946,Night and Day,https://www.the-numbers.com/movie/Night-and-Day,,Theatrical,7500000.0
1357,1946,Notorious,https://www.the-numbers.com/movie/Notorious-(1946),Thriller/Suspense,Theatrical,25622659.0
1365,1946,The Jolson Story,https://www.the-numbers.com/movie/Jolson-Story-The,,Theatrical,19000000.0
1370,1946,Blue Skies,https://www.the-numbers.com/movie/Blue-Skies,Musical,Theatrical,14300000.0
1371,1946,Margie,https://www.the-numbers.com/movie/Margie,,Theatrical,10000000.0
1377,1946,Song of the South,https://www.the-numbers.com/movie/Song-of-the-South,Adventure,Theatrical,65000000.0
1383,1946,The Best Years of Our Lives,https://www.the-numbers.com/movie/Best-Years-of-Our-Lives-The,Drama,Theatrical,23600000.0
1385,1946,The Yearling,https://www.the-numbers.com/movie/Yearling-The,Western,Theatrical,5200000.0
1387,1946,It’s a Wonderful Life,https://www.the-numbers.com/movie/Its-a-Wonderful-Life,Drama,Theatrical,23244169.0
1391,1946,Duel in the Sun,https://www.the-numbers.com/movie/Duel-in-the-Sun,Western,Theatrical,20491849.0
1394,1947,Forever Amber,https://www.the-numbers.com/movie/Forever-Amber,,Theatrical,16000000.0
1396,1947,Till the Clouds Roll By,https://www.the-numbers.com/movie/Till-the-Clouds-Roll-By,,Theatrical,6700000.0
1430,1947,Welcome Stranger,https://www.the-numbers.com/movie/Welcome-Stranger,,Theatrical,15300000.0
1438,1947,The Hucksters,https://www.the-numbers.com/movie/Hucksters-The,,Theatrical,8800000.0
1447,1947,Mother Wore Tights,https://www.the-numbers.com/movie/Mother-Wore-Tights,,Theatrical,10000000.0
1451,1947,The Bachelor and the Bobby-Soxer,https://www.the-numbers.com/movie/Bachelor-and-the-Bobby-Soxer-The,Romantic Comedy,Theatrical,8750000.0
1472,1947,Gentleman's Agreement,https://www.the-numbers.com/movie/Gentlemans-Agreement,Drama,Theatrical,7800000.0
1474,1947,Miracle on 34th Street,https://www.the-numbers.com/movie/Miracle-on-34th-Street,Drama,Theatrical,46295886.0
1538,1948,Easter Parade,https://www.the-numbers.com/movie/Easter-Parade,,Theatrical,6800000.0
1540,1948,Key Largo,https://www.the-numbers.com/movie/Key-Largo,,Theatrical,8129920.0
1554,1948,Red River,https://www.the-numbers.com/movie/Red-River,Western,Theatrical,10161006.0
1557,1948,"Sorry, Wrong Number",https://www.the-numbers.com/movie/Sorry-Wrong-Number,,Theatrical,5700000.0
1569,1948,The Three Musketeers,https://www.the-numbers.com/movie/Three-Musketeers-The-(1948),Action,Theatrical,8000000.0
1576,1948,The Snake Pit,https://www.the-numbers.com/movie/Snake-Pit-The,,Theatrical,10000000.0
1594,1948,Yellow Sky,https://www.the-numbers.com/movie/Yellow-Sky,,Theatrical,5600000.0
1597,1949,I Was a Male War Bride,https://www.the-numbers.com/movie/I-Was-a-Male-War-Bride,,Theatrical,7750000.0
1639,1949,She Wore a Yellow Ribbon,https://www.the-numbers.com/movie/She-Wore-a-Yellow-Ribbon,,Theatrical,5400000.0
1641,1949,Come to the Stable,https://www.the-numbers.com/movie/Come-to-the-Stable,,Theatrical,8000000.0
1659,1949,Pinky,https://www.the-numbers.com/movie/Pinky,,Theatrical,8400000.0
1669,1949,Samson and Delilah,https://www.the-numbers.com/movie/Samson-and-Delilah-(1949),Drama,Theatrical,28824741.0
1681,1949,Sands of Iwo Jima,https://www.the-numbers.com/movie/Sands-of-Iwo-Jima,Action,Theatrical,7803339.0
1683,1949,Twelve O'Clock High,https://www.the-numbers.com/movie/Twelve-OClock-High,,Theatrical,6450000.0
1688,1950,Father of the Bride,https://www.the-numbers.com/movie/Father-of-the-Bride-(1950),Comedy,Theatrical,10135000.0
1695,1950,Cinderella,https://www.the-numbers.com/movie/Cinderella-(1950),Musical,Theatrical,263591415.0
1712,1950,Annie Get Your Gun,https://www.the-numbers.com/movie/Annie-Get-Your-Gun,Musical,Theatrical,8000000.0
1726,1950,Destination Moon,https://www.the-numbers.com/movie/Destination-Moon,,Theatrical,5000000.0
1763,1950,All About Eve,https://www.the-numbers.com/movie/All-About-Eve,Drama,Theatrical,8402348.0
1767,1950,King Solomon's Mines,https://www.the-numbers.com/movie/King-Solomons-Mines-(1950),Adventure,Theatrical,11172000.0
1781,1951,Call Me Mister,https://www.the-numbers.com/movie/Call-Me-Mister,Musical,Theatrical,5000000.0
1787,1951,Quo Vadis?,https://www.the-numbers.com/movie/Quo-Vadis,Drama,Theatrical,30028983.0
1815,1951,Strangers on a Train,https://www.the-numbers.com/movie/Strangers-on-a-Train,Thriller/Suspense,Theatrical,7021533.0
1821,1951,Show Boat,https://www.the-numbers.com/movie/Show-Boat,Musical,Theatrical,11000000.0
1827,1951,David and Bathsheba,https://www.the-numbers.com/movie/David-and-Bathsheba,,Theatrical,14000000.0
1838,1951,Captain Horatio Hornblower R.N.,https://www.the-numbers.com/movie/Captain-Horatio-Hornblower-RN,Action,Theatrical,6000000.0
1841,1951,A Streetcar Named Desire,https://www.the-numbers.com/movie/Streetcar-Named-Desire-A,Drama,Theatrical,8006845.0
1847,1951,Across the Wide Missouri,https://www.the-numbers.com/movie/Across-the-Wide-Missouri,Western,Theatrical,5500000.0
1865,1951,The African Queen,https://www.the-numbers.com/movie/African-Queen-The,Adventure,Theatrical,10751747.0
1871,1952,The Greatest Show on Earth,https://www.the-numbers.com/movie/Greatest-Show-on-Earth-The,Drama,Theatrical,36000000.0
1884,1952,Singin' in the Rain,https://www.the-numbers.com/movie/Singin-in-the-Rain,Musical,Theatrical,7532395.0
1906,1952,High Noon,https://www.the-numbers.com/movie/High-Noon,,Theatrical,8000000.0
1912,1952,The Quiet Man,https://www.the-numbers.com/movie/Quiet-Man-The,Romantic Comedy,Theatrical,7600376.0
1916,1952,The Snows of Kilimanjaro,https://www.the-numbers.com/movie/Snows-of-Kilimanjaro-The,Drama,Theatrical,14181330.0
1950,1953,Peter Pan,https://www.the-numbers.com/movie/Peter-Pan-(1953),Adventure,Theatrical,117520884.0
1968,1953,House of Wax,https://www.the-numbers.com/movie/House-of-Wax,Horror,Theatrical,24755928.0
1970,1953,Shane,https://www.the-numbers.com/movie/Shane,Western,Theatrical,20000000.0
1987,1953,"The Beast from 20,000 Fathoms",https://www.the-numbers.com/movie/Beast-from-20000-Fathoms-The,,Theatrical,5000000.0
1999,1953,Gentlemen Prefer Blondes,https://www.the-numbers.com/movie/Gentlemen-Prefer-Blondes,Musical,Theatrical,12000418.0
2004,1953,From Here to Eternity,https://www.the-numbers.com/movie/From-Here-to-Eternity,Drama,Theatrical,30876227.0
2022,1953,The Robe,https://www.the-numbers.com/movie/Robe-The,,Theatrical,36010887.0
2036,1953,How to Marry a Millionaire,https://www.the-numbers.com/movie/How-to-Marry-a-Millionaire,Romantic Comedy,Theatrical,7300742.0
2044,1953,Hondo,https://www.the-numbers.com/movie/Hondo,Western,Theatrical,8200000.0
2056,1954,Seven Brides for Seven Brothers,https://www.the-numbers.com/movie/Seven-Brides-for-Seven-Brothers,,Theatrical,5013672.0
2086,1954,White Christmas,https://www.the-numbers.com/movie/White-Christmas,Musical,Theatrical,30001212.0
2096,1954,Dial M for Murder,https://www.the-numbers.com/movie/Dial-M-for-Murder-(1954),Thriller/Suspense,Theatrical,6000108.0
2102,1954,Demetrius and the Gladiators,https://www.the-numbers.com/movie/Demetrius-and-the-Gladiators,,Theatrical,26012630.0
2104,1954,The Caine Mutiny,https://www.the-numbers.com/movie/Caine-Mutiny-The,Drama,Theatrical,21800000.0
2106,1954,The High and the Mighty,https://www.the-numbers.com/movie/High-and-the-Mighty-The,,Theatrical,10400000.0
2108,1954,Apache,https://www.the-numbers.com/movie/Apache,Western,Theatrical,6000000.0
2109,1954,Garden of Evil,https://www.the-numbers.com/movie/Garden-of-Evil,,Theatrical,7000000.0
2113,1954,On the Waterfront,https://www.the-numbers.com/movie/On-the-Waterfront,Drama,Theatrical,9600000.0
2127,1954,The Egyptian,https://www.the-numbers.com/movie/Egyptian-The,,Theatrical,15000000.0
2129,1954,Rear Window,https://www.the-numbers.com/movie/Rear-Window,Thriller/Suspense,Theatrical,28164158.0
2158,1954,Desiree,https://www.the-numbers.com/movie/Desiree,,Theatrical,9000000.0
2168,1954,There's No Business Like Show Business,https://www.the-numbers.com/movie/Theres-No-Business-Like-Show-Business,Musical,Theatrical,5000000.0
2172,1954,"20,000 Leagues Under the Sea",https://www.the-numbers.com/movie/20000-Leagues-Under-the-Sea-(1954),Adventure,Theatrical,28200000.0
2175,1954,Vera Cruz,https://www.the-numbers.com/movie/Vera-Cruz,Western,Theatrical,9020061.0
2183,1955,I'll Cry Tomorrow,https://www.the-numbers.com/movie/Ill-Cry-Tomorrow,,Theatrical,6500000.0
2184,1955,Love Me or Leave Me,https://www.the-numbers.com/movie/Love-Me-or-Leave-Me,,Theatrical,8000000.0
2185,1955,To Catch a Thief,https://www.the-numbers.com/movie/To-Catch-a-Thief,Thriller/Suspense,Theatrical,8752085.0
2187,1955,Galapagos,https://www.the-numbers.com/movie/Galapagos-(1955),Documentary,Theatrical,11500000.0
2228,1955,The Seven Year Itch,https://www.the-numbers.com/movie/Seven-Year-Itch-The,Romantic Comedy,Theatrical,6000000.0
2230,1955,The Sea Chase,https://www.the-numbers.com/movie/Sea-Chase-The,,Theatrical,12000000.0
2234,1955,Lady and the Tramp,https://www.the-numbers.com/movie/Lady-and-the-Tramp,Adventure,Theatrical,93638184.0
2241,1955,Mister Roberts,https://www.the-numbers.com/movie/Mister-Roberts,,Theatrical,21200000.0
2247,1955,Love Is a Many-Splendored Thing,https://www.the-numbers.com/movie/Love-Is-a-Many-Splendored-Thing,,Theatrical,10030217.0
2257,1955,The Tall Men,https://www.the-numbers.com/movie/Tall-Men-The,,Theatrical,12003399.0
2264,1955,The Trouble with Harry,https://www.the-numbers.com/movie/Trouble-With-Harry-The,Black Comedy,Theatrical,7000000.0
2294,1956,High Society,https://www.the-numbers.com/movie/High-Society-(1956),,Theatrical,6500000.0
2309,1956,The Conqueror,https://www.the-numbers.com/movie/Conqueror-The,Adventure,Theatrical,9016347.0
2330,1956,The Man in the Gray Flannel Suit,https://www.the-numbers.com/movie/Man-in-the-Gray-Flannel-Suit-The,Drama,Theatrical,10875000.0
2342,1956,Trapeze,https://www.the-numbers.com/movie/Trapeze,Drama,Theatrical,14400000.0
2346,1956,The Man Who Knew Too Much,https://www.the-numbers.com/movie/Man-Who-Knew-Too-Much-The,Adventure,Theatrical,11333333.0
2354,1956,Moby Dick,https://www.the-numbers.com/movie/Moby-Dick,Adventure,Theatrical,10411840.0
2357,1956,The King and I,https://www.the-numbers.com/movie/King-and-I-The-(1956),,Theatrical,21300413.0
2363,1956,War and Peace,https://www.the-numbers.com/movie/War-and-Peace,,Theatrical,12526685.0
2376,1956,The Ten Commandments,https://www.the-numbers.com/movie/Ten-Commandments-The-(1956),Drama,Theatrical,85433929.0
2380,1956,Around the World in 80 Days,https://www.the-numbers.com/movie/Around-the-World-in-80-Days,Adventure,Theatrical,42000000.0
2389,1956,Love Me Tender,https://www.the-numbers.com/movie/Love-Me-Tender,Western,Theatrical,9000000.0
2401,1956,Giant,https://www.the-numbers.com/movie/Giant-(1956),Western,Theatrical,30194409.0
2420,1957,Gunfight at the O.K. Corral,https://www.the-numbers.com/movie/Gunfight-at-the-OK-Corral,,Theatrical,11750000.0
2421,1957,The Pride and the Passion,https://www.the-numbers.com/movie/Pride-and-the-Passion-The,,Theatrical,8750000.0
2467,1957,Island in the Sun,https://www.the-numbers.com/movie/Island-in-the-Sun,,Theatrical,8000000.0
2524,1957,Sayonara,https://www.the-numbers.com/movie/Sayonara,,Theatrical,26317152.0
2528,1957,Peyton Place,https://www.the-numbers.com/movie/Peyton-Place,Drama,Theatrical,25600000.0
2530,1957,A Farewell To Arms,https://www.the-numbers.com/movie/Farewell-To-Arms-A,,Theatrical,11017926.0
2534,1957,The Bridge on the River Kwai,https://www.the-numbers.com/movie/Bridge-on-the-River-Kwai-The,Drama,Theatrical,33300000.0
2545,1958,Gigi,https://www.the-numbers.com/movie/Gigi,Musical,Theatrical,7300000.0
2557,1958,South Pacific,https://www.the-numbers.com/movie/South-Pacific,,Theatrical,36817924.0
2565,1958,Marjorie Morningstar,https://www.the-numbers.com/movie/Marjorie-Morningstar,,Theatrical,6077441.0
2599,1958,Indiscreet,https://www.the-numbers.com/movie/Indiscreet,,Theatrical,8000000.0
2603,1958,The Big Country,https://www.the-numbers.com/movie/Big-Country-The,Western,Theatrical,10000000.0
2617,1958,Cat on a Hot Tin Roof,https://www.the-numbers.com/movie/Cat-on-a-Hot-Tin-Roof,Drama,Theatrical,17570324.0
2635,1958,I Want To Live!,https://www.the-numbers.com/movie/I-Want-To-Live,,Theatrical,7000000.0
2639,1958,The Inn of the Sixth Happiness,https://www.the-numbers.com/movie/Inn-of-the-Sixth-Happiness-The-(1958),,Theatrical,9000000.0
2643,1958,Separate Tables,https://www.the-numbers.com/movie/Separate-Tables,,Theatrical,7400000.0
2645,1958,Auntie Mame,https://www.the-numbers.com/movie/Auntie-Mame,Comedy,Theatrical,23300000.0
2648,1959,North by Northwest,https://www.the-numbers.com/movie/North-by-Northwest,Thriller/Suspense,Theatrical,13372845.0
2649,1959,Pillow Talk,https://www.the-numbers.com/movie/Pillow-Talk,Romantic Comedy,Theatrical,18750000.0
2650,1959,Solomon and Sheba,https://www.the-numbers.com/movie/Solomon-and-Sheba,,Theatrical,11016094.0
2656,1959,Sleeping Beauty,https://www.the-numbers.com/movie/Sleeping-Beauty-(1959),Adventure,Theatrical,9464608.0
2662,1959,Rio Bravo,https://www.the-numbers.com/movie/Rio-Bravo,Western,Theatrical,5800064.0
2664,1959,The Shaggy Dog,https://www.the-numbers.com/movie/Shaggy-Dog-The,,Theatrical,29000000.0
2668,1959,Some Like it Hot,https://www.the-numbers.com/movie/Some-Like-it-Hot,Romantic Comedy,Theatrical,25038874.0
2674,1959,Imitation of Life,https://www.the-numbers.com/movie/Imitation-of-Life,Drama,Theatrical,14000365.0
2709,1959,A Hole in the Head,https://www.the-numbers.com/movie/Hole-in-the-Head-A,,Theatrical,11000000.0
2713,1959,The Nun's Story,https://www.the-numbers.com/movie/Nuns-Story-The,Drama,Theatrical,12800000.0
2735,1959,Ben-Hur,https://www.the-numbers.com/movie/Ben-Hur-(1959),Adventure,Theatrical,73259017.0
2739,1959,Operation Petticoat,https://www.the-numbers.com/movie/Operation-Petticoat,Romantic Comedy,Theatrical,24041084.0
2743,1959,Journey to the Center of the Earth,https://www.the-numbers.com/movie/Journey-to-the-Center-of-the-Earth,,Theatrical,10000000.0
2745,1959,On the Beach,https://www.the-numbers.com/movie/On-the-Beach,,Theatrical,11000000.0
2766,1960,Psycho,https://www.the-numbers.com/movie/Psycho-(1960),Horror,Theatrical,32002177.0
2776,1960,Please Don't Eat the Daisies,https://www.the-numbers.com/movie/Please-Don-t-Eat-the-Daisies,Musical,Theatrical,11100000.0
2778,1960,Tall Story,https://www.the-numbers.com/movie/Tall-Story,,Theatrical,12000000.0
2803,1960,The Apartment,https://www.the-numbers.com/movie/Apartment-The,Romantic Comedy,Theatrical,24599998.0
2812,1960,Elmer Gantry,https://www.the-numbers.com/movie/Elmer-Gantry,Drama,Theatrical,10613648.0
2836,1960,Spartacus,https://www.the-numbers.com/movie/Spartacus,Drama,Theatrical,60000000.0
2840,1960,Midnight Lace,https://www.the-numbers.com/movie/Midnight-Lace,Thriller/Suspense,Theatrical,7400000.0
2846,1960,The Alamo,https://www.the-numbers.com/movie/Alamo-The,Western,Theatrical,7900000.0
2871,1960,Exodus,https://www.the-numbers.com/movie/Exodus,,Theatrical,21750000.0
2876,1960,Pepe,https://www.the-numbers.com/movie/Pepe,,Theatrical,9600000.0
2877,1960,Swiss Family Robinson,https://www.the-numbers.com/movie/Swiss-Family-Robinson,Adventure,Theatrical,40400000.0
2881,1960,The Grass is Greener,https://www.the-numbers.com/movie/Grass-is-Greener-The,,Theatrical,6000000.0
2892,1961,101 Dalmatians,https://www.the-numbers.com/movie/101-Dalmatians-(1961),Adventure,Theatrical,153302565.0
2896,1961,The Misfits,https://www.the-numbers.com/movie/Misfits-The,,Theatrical,8200000.0
2904,1961,The Absent Minded Professor,https://www.the-numbers.com/movie/Absent-Minded-Professor-The,Comedy,Theatrical,25381407.0
2912,1961,La Dolce Vita,https://www.the-numbers.com/movie/Dolce-Vita-La,Comedy,Theatrical,20591816.0
2920,1961,Return to Peyton Place,https://www.the-numbers.com/movie/Return-to-Peyton-Place,Drama,Theatrical,9996178.0
2930,1961,The Parent Trap,https://www.the-numbers.com/movie/Parent-Trap-The-(1961),Comedy,Theatrical,29650385.0
2932,1961,The Guns of Navarone,https://www.the-numbers.com/movie/Guns-of-Navarone-The,Adventure,Theatrical,28919394.0
2936,1961,Fanny,https://www.the-numbers.com/movie/Fanny,,Theatrical,9996178.0
2949,1961,Come September,https://www.the-numbers.com/movie/Come-September,,Theatrical,12710696.0
2969,1961,The Hustler,https://www.the-numbers.com/movie/Hustler-The,,Theatrical,7600000.0
2973,1961,Breakfast at Tiffany's,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys,Romantic Comedy,Theatrical,9795671.0
2977,1961,West Side Story,https://www.the-numbers.com/movie/West-Side-Story,Musical,Theatrical,47596274.0
2979,1961,King of Kings,https://www.the-numbers.com/movie/King-of-Kings,Drama,Theatrical,14483352.0
2983,1961,Flower Drum Song,https://www.the-numbers.com/movie/Flower-Drum-Song,,Theatrical,10738117.0
2988,1961,Blue Hawaii,https://www.the-numbers.com/movie/Blue-Hawaii,Musical,Theatrical,10440453.0
2994,1961,Babes in Toyland,https://www.the-numbers.com/movie/Babes-in-Toyland,Musical,Theatrical,10218316.0
2995,1961,El Cid,https://www.the-numbers.com/movie/Cid-El,,Theatrical,26600000.0
2999,1961,Judgment at Nuremberg,https://www.the-numbers.com/movie/Judgment-at-Nuremberg,Drama,Theatrical,10000000.0
3000,1961,Pocketful of Miracles,https://www.the-numbers.com/movie/Pocketful-of-Miracles,,Theatrical,5000000.0
3003,1961,Lover Come Back,https://www.the-numbers.com/movie/Lover-Come-Back,Romantic Comedy,Theatrical,16937969.0
3049,1962,The Man Who Shot Liberty Valance,https://www.the-numbers.com/movie/Man-Who-Shot-Liberty-Valance-The,Western,Theatrical,8000000.0
3061,1962,Bon Voyage!,https://www.the-numbers.com/movie/Bon-Voyage-(1962),Comedy,Theatrical,9230769.0
3065,1962,Gypsy,https://www.the-numbers.com/movie/Gypsy,,Theatrical,11076923.0
3066,1962,Hatari!,https://www.the-numbers.com/movie/Hatari,,Theatrical,12923077.0
3077,1962,Lolita,https://www.the-numbers.com/movie/Lolita-(1962),Drama,Theatrical,9250000.0
3080,1962,That Touch of Mink,https://www.the-numbers.com/movie/That-Touch-of-Mink,Romantic Comedy,Theatrical,17648927.0
3082,1962,The Music Man,https://www.the-numbers.com/movie/Music-Man-The,Musical,Theatrical,14953846.0
3098,1962,The Wonderful World of the Brothers G…,https://www.the-numbers.com/movie/Wonderful-World-of-the-Brothers-Grimm-The,Adventure,Theatrical,9394026.0
3100,1962,The Interns,https://www.the-numbers.com/movie/Interns-The,,Theatrical,9230769.0
3124,1962,The Longest Day,https://www.the-numbers.com/movie/Longest-Day-The,Action,Theatrical,50100000.0
3130,1962,The Manchurian Candidate,https://www.the-numbers.com/movie/Manchurian-Candidate-The,Thriller/Suspense,Theatrical,8029770.0
3136,1962,Mutiny on The Bounty,https://www.the-numbers.com/movie/Mutiny-on-The-Bounty,,Theatrical,13680000.0
3152,1962,Lawrence of Arabia,https://www.the-numbers.com/movie/Lawrence-of-Arabia,Adventure,Theatrical,82157948.0
3156,1962,In Search of the Castaways,https://www.the-numbers.com/movie/In-Search-of-the-Castaways,,Theatrical,18415385.0
3158,1962,To Kill A Mockingbird,https://www.the-numbers.com/movie/To-Kill-A-Mockingbird,Drama,Theatrical,15516919.0
3160,1962,Days of Wine and Roses,https://www.the-numbers.com/movie/Days-of-Wine-and-Roses,Drama,Theatrical,8123077.0
3172,1963,Son of Flubber,https://www.the-numbers.com/movie/Son-of-Flubber,,Theatrical,22129412.0
3182,1963,How the West Was Won,https://www.the-numbers.com/movie/How-the-West-Was-Won,Western,Theatrical,46500000.0
3195,1963,The Birds,https://www.the-numbers.com/movie/Birds-The,Horror,Theatrical,11436929.0
3203,1963,Bye Bye Birdie,https://www.the-numbers.com/movie/Bye-Bye-Birdie,Musical,Theatrical,13129412.0
3207,1963,Dr. No,https://www.the-numbers.com/movie/Dr-No,Action,Theatrical,59567035.0
3211,1963,55 Days at Peking,https://www.the-numbers.com/movie/55-Days-at-Peking,Drama,Theatrical,10000000.0
3212,1963,Hud,https://www.the-numbers.com/movie/Hud,,Theatrical,10000000.0
3216,1963,Come Blow Your Horn,https://www.the-numbers.com/movie/Come-Blow-Your-Horn,,Theatrical,12705882.0
3218,1963,Cleopatra,https://www.the-numbers.com/movie/Cleopatra-(1963),Drama,Theatrical,73541867.0
3219,1963,Donovan's Reef,https://www.the-numbers.com/movie/Donovans-Reef,,Theatrical,6600000.0
3233,1963,Irma La Douce,https://www.the-numbers.com/movie/Irma-La-Douce,,Theatrical,25316542.0
3238,1963,The Thrill of it All,https://www.the-numbers.com/movie/Thrill-of-it-All-The,,Theatrical,11779093.0
3244,1963,The Great Escape,https://www.the-numbers.com/movie/Great-Escape-The,Drama,Theatrical,13789834.0
3262,1963,The V.I.P.s,https://www.the-numbers.com/movie/VIPs-The,Drama,Theatrical,15000000.0
3272,1963,Tom Jones,https://www.the-numbers.com/movie/Tom-Jones,,Theatrical,37805934.0
3278,1963,It's a Mad Mad Mad Mad World,https://www.the-numbers.com/movie/Its-a-Mad-Mad-Mad-Mad-World,Adventure,Theatrical,63668694.0
3280,1963,McLintock!,https://www.the-numbers.com/movie/McLintock,Western,Theatrical,15064905.0
3291,1963,Charade,https://www.the-numbers.com/movie/Charade,Romantic Comedy,Theatrical,13474929.0
3293,1963,The Cardinal,https://www.the-numbers.com/movie/Cardinal-The,Drama,Theatrical,11170588.0
3301,1963,"Move Over, Darling",https://www.the-numbers.com/movie/Move-Over-Darling,Romantic Comedy,Theatrical,12705882.0
3303,1963,The Sword in the Stone,https://www.the-numbers.com/movie/Sword-in-the-Stone-The,Adventure,Theatrical,22182353.0
3314,1964,Dr. Strangelove,https://www.the-numbers.com/movie/Dr-Strangelove,Black Comedy,Theatrical,9238861.0
3315,1964,Man's Favorite Sport?,https://www.the-numbers.com/movie/Mans-Favorite-Sport,Romantic Comedy,Theatrical,6000000.0
3331,1964,Becket,https://www.the-numbers.com/movie/Becket,Drama,Theatrical,9164370.0
3336,1964,The Pink Panther,https://www.the-numbers.com/movie/Pink-Panther-The,Comedy,Theatrical,12509369.0
3343,1964,From Russia With Love,https://www.the-numbers.com/movie/From-Russia-With-Love,Action,Theatrical,78900000.0
3345,1964,The Carpetbaggers,https://www.the-numbers.com/movie/Carpetbaggers-The,Drama,Theatrical,28409547.0
3361,1964,What a Way to Go!,https://www.the-numbers.com/movie/What-a-Way-to-Go,Romantic Comedy,Theatrical,11180531.0
3365,1964,Viva Las Vegas,https://www.the-numbers.com/movie/Viva-Las-Vegas,Musical,Theatrical,9442967.0
3375,1964,A Shot in the Dark,https://www.the-numbers.com/movie/Shot-in-the-Dark-A,Comedy,Theatrical,12368234.0
3381,1964,The Unsinkable Molly Brown,https://www.the-numbers.com/movie/Unsinkable-Molly-Brown-The,Musical,Theatrical,11070559.0
3385,1964,Good Neighbor Sam,https://www.the-numbers.com/movie/Good-Neighbor-Sam,Comedy,Theatrical,9072726.0
3386,1964,Marnie,https://www.the-numbers.com/movie/Marnie,Thriller/Suspense,Theatrical,7008922.0
3390,1964,Mary Poppins,https://www.the-numbers.com/movie/Mary-Poppins,Musical,Theatrical,102296470.0
3392,1964,Topkapi,https://www.the-numbers.com/movie/Topkapi,,Theatrical,7000000.0
3401,1964,Send Me No Flowers,https://www.the-numbers.com/movie/Send-Me-No-Flowers,,Theatrical,9129247.0
3403,1964,My Fair Lady,https://www.the-numbers.com/movie/My-Fair-Lady-(1964),Musical,Theatrical,75202528.0
3422,1964,Father Goose,https://www.the-numbers.com/movie/Father-Goose,Romantic Comedy,Theatrical,12500000.0
3426,1964,Zorba the Greek,https://www.the-numbers.com/movie/Zorba-the-Greek,Comedy,Theatrical,9000000.0
3435,1964,Goldfinger,https://www.the-numbers.com/movie/Goldfinger,Action,Theatrical,124900000.0
3444,1965,The Sound of Music,https://www.the-numbers.com/movie/Sound-of-Music-The,Musical,Theatrical,286213504.0
3452,1965,Our Man Flint,https://www.the-numbers.com/movie/Our-Man-Flint,Action,Theatrical,16000000.0
3458,1965,How to Murder Your Wife,https://www.the-numbers.com/movie/How-to-Murder-Your-Wife,Black Comedy,Theatrical,12000000.0
3466,1965,The Greatest Story Ever Told,https://www.the-numbers.com/movie/Greatest-Story-Ever-Told-The,Drama,Theatrical,15473333.0
3475,1965,The Train,https://www.the-numbers.com/movie/Train-The,Thriller/Suspense,Theatrical,6800000.0
3501,1965,Shenandoah,https://www.the-numbers.com/movie/Shenandoah,Western,Theatrical,17268889.0
3503,1965,Those Magnificent Men In Their Flying...,https://www.the-numbers.com/movie/Those-Magnificent-Men-In-Their-Flying,Adventure,Theatrical,31111111.0
3505,1965,What's New Pussycat,https://www.the-numbers.com/movie/Whats-New-Pussycat,Comedy,Theatrical,18987871.0
3509,1965,The Sandpiper,https://www.the-numbers.com/movie/Sandpiper-The,Drama,Theatrical,13691111.0
3510,1965,Von Ryan's Express,https://www.the-numbers.com/movie/Von-Ryans-Express,Adventure,Theatrical,17111111.0
3512,1965,Cat Ballou,https://www.the-numbers.com/movie/Cat-Ballou,Comedy,Theatrical,20666667.0
3516,1965,The Great Race,https://www.the-numbers.com/movie/Great-Race-The,Comedy,Theatrical,25333333.0
3517,1965,The Sons of Katie Elder,https://www.the-numbers.com/movie/Sons-of-Katie-Elder-The,Western,Theatrical,13333333.0
3530,1965,Help!,https://www.the-numbers.com/movie/Help,Musical,Theatrical,12066667.0
3544,1965,The Agony and the Ecstasy,https://www.the-numbers.com/movie/Agony-and-the-Ecstasy-The,Drama,Theatrical,8000000.0
3566,1965,That Darn Cat!,https://www.the-numbers.com/movie/That-Darn-Cat,Comedy,Theatrical,28062222.0
3570,1965,The Spy Who Came in from the Cold,https://www.the-numbers.com/movie/Spy-Who-Came-in-from-the-Cold-The,Thriller/Suspense,Theatrical,7600342.0
3577,1965,Do Not Disturb,https://www.the-numbers.com/movie/Do-Not-Disturb-(1965),Romantic Comedy,Theatrical,8000000.0
3578,1965,Doctor Zhivago,https://www.the-numbers.com/movie/Doctor-Zhivago,Drama,Theatrical,112040388.0
3581,1965,Thunderball,https://www.the-numbers.com/movie/Thunderball,Action,Theatrical,141200000.0
3585,1966,Walk Don't Run,https://www.the-numbers.com/movie/Walk-Don-t-Run,Romantic Comedy,Theatrical,7500000.0
3587,1966,Un homme et une femme,https://www.the-numbers.com/movie/Homme-et-une-Femme-Un,Drama,Theatrical,14044741.0
3602,1966,The Silencers,https://www.the-numbers.com/movie/Silencers-The,Comedy,Theatrical,16318124.0
3606,1966,Harper,https://www.the-numbers.com/movie/Harper,Drama,Theatrical,12000000.0
3625,1966,The Group,https://www.the-numbers.com/movie/Group-The,Drama,Theatrical,6000000.0
3646,1966,"The Russians Are Coming, the Russians…",https://www.the-numbers.com/movie/Russians-are-Coming-The-Russians-Are-Coming-The,Comedy,Theatrical,21693114.0
3660,1966,The Blue Max,https://www.the-numbers.com/movie/Blue-Max-The,,Theatrical,16151612.0
