,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
26,https://www.the-numbers.com/movie/Konyek-Gorbunok-(2021-Russia),[],"[['Oleg Pogodin', 'Director'], ['Aleksey Borodachyov', 'Screenwriter'], ['Oleg Pogodin', 'Screenwriter']]",,,,,,,,"February 18th, 2021 (Wide) (Russia (CIS))
",,"PG for some mild violence and action.(Rating bulletin 2720 (cert #53653), 2/23/2022)",111 minutes,Create your own comparison chart…,Family Adventure,Based on Folk Tale/Legend/Fairytale,Adventure,Animation/Live Action,Fantasy,,Russian Federation,Russian,,n/a,"$18,959,116","$18,959,116",,,
27,https://www.the-numbers.com/movie/Batya-(2021-Russia),[],"[['Dmitry Yefimovich', 'Director']]",,,,,,,,"February 26th, 2021 (Wide) (Russia (CIS))
",,,75 minutes,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Russian Federation,Russian,,n/a,"$8,394,773","$8,394,773",,,
28,https://www.the-numbers.com/movie/Raya-and-the-Last-Dragon-(2021),"['Gemma Chan', 'Daniel Dae Kim', 'Benedict Wong', 'Sandra Oh', 'Thalia Tran', 'Lucille Soong', 'Alan Tudyk', 'Patti Harrison', 'Ross Butler', 'Kelly Marie Tran', 'Awkwafina']","[['Don Hall', 'Director'], ['Carlos Lopez Estrada', 'Director'], ['Paul Briggs', 'Co-Director'], ['John Ripa', 'Co-Director'], ['Osnat Shurer', 'Producer'], ['Peter Del Vecho', 'Producer'], ['Adele Lim', 'Screenwriter'], ['Qui Nguyen', 'Screenwriter'], ['Paul Briggs', 'Story by'], ['Don Hall', 'Story by'], ['Adele Lim', 'Story by'], ['Carlos Lopez Estrada', 'Story by'], ['Kiel Murray', 'Story by'], ['John Ripa', 'Story by'], ['Dean Wellins', 'Story by'], ['Jennifer Lee', 'Executive Producer'], ['Jared Bush', 'Executive Producer'], ['Fawn Veerasunthorn', 'Head of Story'], ['James Newton Howard', 'Composer']]","$8,502,498 (15.5% of total gross)",6.44 (domestic box office/biggest weekend),47.1% (domestic box office/worldwide),"2,045 opening theaters/2,375 max. theaters, 12.6 weeks average run per theater","$54,986,123",,"March 5th, 2021 (Wide) by Walt Disney","March 3rd, 2021 (Wide) (Netherlands)
March 4th, 2021 (Wide) (Australia)
March 4th, 2021 (IMAX) (Australia)
March 4th, 2021 (Wide), released as Raya and The Last Dragon (China)
March 4th, 2021 (Wide) (New Zealand)
... Show all releases
","March 5th, 2021 by Disney+March 5th, 2021 by Disney+ UK","PG some violence, action and thematic elements.(Rating bulletin 2661 (cert #52597), 12/23/2020)",114 minutes,vs. Tom and JerryCreate your own comparison chart…,"Dragon, Disrupted by COVID-19 pandemic, Heroic Adventure",Original Screenplay,Adventure,Digital Animation,Fantasy,"Walt Disney Animation Studios, Walt Disney Pictures",United States,English,,"$54,723,032","$61,387,376","$116,110,408","$10,094,065","$13,657,909","$23,751,974"
29,https://www.the-numbers.com/movie/Couple-From-the-Future-(2021-Russia),[],"[['Aleksey Nuzhnyy', 'Director']]",,,,,,,,"March 4th, 2021 (Wide), released as Пара из будущего (Russia (CIS))
",,,104 minutes,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,,,Russian Federation,Russian,,n/a,"$8,465,914","$8,465,914",,,
30,https://www.the-numbers.com/movie/Conjuring-The-Devil-Made-Me-Do-It-The,"['Patrick Wilson', 'Vera Farmiga']","[['Michael Chaves', 'Director'], ['David Leslie Johnson-McGoldrick*', 'Screenwriter'], ['James Wan', 'Story by'], ['David Leslie Johnson-McGoldrick*', 'Story by'], ['Peter Safran', 'Producer'], ['James Wan', 'Producer'], ['Richard Brener', 'Executive Producer'], ['Dave Neustadter', 'Executive Producer'], ['Victoria Palmeri', 'Executive Producer'], ['Michael Clear', 'Executive Producer'], ['Judson Scott', 'Executive Producer'], ['Michelle Morrissey', 'Executive Producer'], ['Jennifer Spence', 'Production Designer'], ['Peter Gvozdas', 'Editor'], ['Christian Wagner', 'Editor'], ['Joseph Bishara', 'Composer'], ['Michael Burgess', 'Director of Photography']]","$24,104,332 (36.7% of total gross)",2.72 (domestic box office/biggest weekend),32.8% (domestic box office/worldwide),"3,102 opening theaters/3,280 max. theaters, 4.7 weeks average run per theater","$65,946,585","$40,000,000 (worldwide box office is 5.0 times production budget)","June 4th, 2021 (Wide) by Warner Bros.June 4th, 2021 (IMAX) by Warner Bros.","March 7th, 2021 (Wide), released as The Conjuring 3: A Obra do Diabo (Portugal)
May 28th, 2021 (Wide) (Egypt)
May 28th, 2021 (Wide) (United Kingdom)
June 2nd, 2021 (Wide) (Indonesia)
June 2nd, 2021 (Wide), released as The Conjuring — Per ordine del diavolo (Italy)
... Show all releases
","June 4th, 2021 by Max","R for terror, violence and some disturbing images.(Rating bulletin 2677 (cert #53178), 4/21/2021)",112 minutes,vs. Godzilla vs. KongCreate your own comparison chart…,"Supernatural Horror, Supernatural, Based on an UNTRUE Story, Demons, Paranormal Investigation",Original Screenplay,Horror,Live Action,Historical Fiction,"New Line Cinema, Atomic Monster, The Safran Company",United States,"English, Portuguese",The Conjuring,"$65,631,050","$134,635,391","$200,266,441","$3,086,365","$3,166,960","$6,253,325"
31,https://www.the-numbers.com/movie/Spirit-Untamed-(2021),"['Jake Gyllenhaal', 'Julianne Moore', 'Marsai Martin', 'Mckenna Grace', 'Walton Goggins', 'Andre Braugher', 'Eiza González', 'Isabela Merced']","[['Elaine Bogan', 'Director'], ['Karen Foster', 'Producer'], ['Ennio Torresan, Jr.', 'Co-Director'], ['Aury Wallington', 'Screenwriter'], ['Kristin Hahn', 'Screenwriter'], ['Amie Doherty', 'Composer'], ['Paul Duncan', 'Production Designer'], ['Orlando Duenas', 'Editor']]","$6,101,050 (34.4% of total gross)",2.90 (domestic box office/biggest weekend),41.9% (domestic box office/worldwide),"3,211 opening theaters/3,394 max. theaters, 4.8 weeks average run per theater","$17,801,387","$30,000,000 (worldwide box office is 1.4 times production budget)","June 4th, 2021 (Wide) by Universal","March 7th, 2021 (Wide), released as Spirit Invencível (Portugal)
May 20th, 2021 (Wide) (Russia (CIS))
June 3rd, 2021 (Wide) (Germany)
June 9th, 2021 (Wide) (Indonesia)
June 10th, 2021 (Wide) (Hong Kong)
... Show all releases
","June 25th, 2021 by Universal Home Entertainment","PG for some adventure action.(Rating bulletin 2667 (cert #53087), 2/10/2021)",87 minutes,vs. The Boss Baby: Family BusinessCreate your own comparison chart…,"Family Adventure, Animal Lead, Country Mouse, City Mouse, Family Movie",Based on TV,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,Spirit: Riding Free,"$17,716,215","$24,519,529","$42,235,744","$1,934,273","$977,166","$2,911,439"
32,https://www.the-numbers.com/movie/Shin-Evangelion-Gekijoban-(Japan),[],"[['Hideaki Anno', 'Chief Director'], ['Kazuya Tsurumaki', 'Director'], ['Katsuichi Nakayama', 'Director'], ['Mahiro Maeda', 'Director'], ['Hideaki Anno', 'Screenwriter'], ['Hideaki Anno', 'Story by'], ['Hideaki Anno', 'Producer'], ['Emi Tsujita', 'Editor'], ['Shiro Sagisu', 'Composer'], ['Toru Fukushi', 'Director of Photography']]",,2.35 (domestic box office/biggest weekend),0.9% (domestic box office/worldwide),,"$826,140",,"November 30th, 2022 (IMAX) by GKIDS, released as Evangelion: 3.0+1.0 Thrice Upon a TimeDecember 6th, 2022 (Special Engagement) by GKIDS, released as Evangelion: 3.0+1.01 Thrice Upon a Time","March 8th, 2021 (Wide) (Japan)
September 12th, 2022 (Wide), released as Evangelion 3.0 + 1.0 - Thrice Upon a Time (Italy)
September 23rd, 2022 (Limited), released as EVANGELION:3.0+1.01 TRIPLE (Mexico)
October 5th, 2022 (Wide), released as Evangelion: 3.0＋1.01 Thrice Upon a Time (South Korea)
October 13th, 2022 (Limited), released as Evangelion: 3.0+1.01 Thrice Upon a Time (Australia)
... Show all releases
","August 15th, 2021 by Prime Video, released as Evangelion: 3.0+1.01 Thrice Upon a Time",,154 minutes,vs. Shin GodjiraCreate your own comparison chart…,"Action Adventure, Anime, Robot, Mecha, Breaking the Fourth Wall, Post Apocalypse, Dysfunctional Family",Based on TV,Action,Digital Animation,Science Fiction,Studio Khara,Japan,Japanese,Evangelion,"$826,140","$92,544,230","$93,370,370",,,
33,https://www.the-numbers.com/movie/Way-Down-(Spain),"['Liam Cunningham', 'Freddie Highmore', 'Astrid Berges-Frisbey']","[['Jaume Balaguero', 'Director']]",,,,,,,"March 26th, 2021 (Limited) by Saban Films, released as The Vault","March 11th, 2021 (Wide) (South Korea)
April 15th, 2021 (Wide), released as Гениальное ограбление (Russia (CIS))
July 2nd, 2021 (Wide) (Romania)
August 26th, 2021 (Wide), released as Asalto A La Casa De Moneda (Mexico)
August 27th, 2021 (Wide), released as Seifas (Waydown (The Vault)) (Lithuania)
... Show all releases
","March 26th, 2021 by Saban Films, released as The Vault","R for language.(Rating bulletin 2659 (cert #52933), 12/9/2020)",118 minutes,Create your own comparison chart…,"Action Thriller, Set in Spain, 2010s, Soccer, Heist, Bank Robbery",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,,n/a,"$8,452,720","$8,452,720",,,
34,https://www.the-numbers.com/movie/Brave-Gunjyo-Senki-(2021-Japan),[],"[['Katsuyuki Motohiro', 'Director']]",,,,,,,,"March 12th, 2021 (Wide) (Japan)
",,,115 minutes,Create your own comparison chart…,,Based on Comic/Graphic Novel,Adventure,Live Action,Historical Fiction,,Japan,Japanese,,n/a,"$5,677,186","$5,677,186",,,
35,https://www.the-numbers.com/movie/Ainbo-Spirit-of-the-Amazon-(2021-Peru),[],"[['Richard Claus', 'Director'], ['Jose Zelada', 'Director']]",,,,,,,"May 12th, 2022 (Limited) by Shout! Factory","March 18th, 2021 (Wide), released as Айнбо. Сердце Амазонии (Russia (CIS))
May 20th, 2021 (Wide), released as Ainbo: Hüterin des Amazonas (Germany)
July 14th, 2021 (Wide), released as Ainbo, princesse d'Amazonie (France)
July 30th, 2021 (Wide), released as Ainbo: Heldin van de Amazone (3D) (Netherlands)
August 27th, 2021 (Wide), released as Ainbo: Hrdinka pralesa (Czech Republic)
... Show all releases
","November 22nd, 2022 by Shout Factory, released as Ainbo: Spirit of the Amazon",,84 minutes,vs. Bilal: A New Breed of HeroCreate your own comparison chart…,,Based on Real Life Events,Adventure,Digital Animation,Dramatization,,"Netherlands, Peru",English,,n/a,"$11,096,896","$11,096,896",,,
36,https://www.the-numbers.com/movie/Ironbark-(UK),"['Angus Wright', 'Benedict Cumberbatch', 'Merab Ninidze', 'Rachel Brosnahan', 'Jessie Buckley']","[['Dominic Cooke', 'Director'], ['Tom O’Connor', 'Screenwriter'], ['Adam Ackland', 'Producer'], ['Ben Browning', 'Producer'], ['Ben Pugh', 'Producer'], ['Rory Aitken', 'Producer'], ['Dominic Cooke', 'Executive Producer'], ['Tom O’Connor', 'Executive Producer'], ['Josh Varney', 'Executive Producer'], ['Leah Clarke', 'Executive Producer'], ['Benedict Cumberbatch', 'Executive Producer'], ['Ashley Fox', 'Executive Producer'], ['Glen Basner', 'Executive Producer'], ['Alison Cohen', 'Executive Producer'], ['Milan Popelka', 'Executive Producer'], ['Sean Bobbitt', 'Director of Photography'], ['Suzie Davies', 'Production Designer'], ['Tariq Anwar', 'Editor'], ['Gareth C. Scales', 'Editor'], ['Keith Madden', 'Costume Designer'], ['Kle Savidge', 'Music Supervisor'], ['Abel Korzeniowski', 'Composer'], ['Nina Gold', 'Casting Director']]","$1,885,829 (28.5% of total gross)",3.51 (domestic box office/biggest weekend),31.7% (domestic box office/worldwide),"1,433 opening theaters/1,641 max. theaters, 4.9 weeks average run per theater","$6,645,218",,"March 19th, 2021 (Wide) by Roadside Attractions, released as The Courier","March 18th, 2021 (Wide), released as The Courier (Russia (CIS))
March 19th, 2021 (Wide), released as The Courier (India)
April 1st, 2021 (Wide), released as The Courier (Australia)
April 28th, 2021 (Wide), released as The Courier (South Korea)
May 27th, 2021 (Wide), released as The Courier (Hong Kong)
... Show all releases
","April 16th, 2021 by Lionsgate Home Entertainment, released as The Courier","PG-13 for violence, partial nudity, brief strong language, and smoking throughout.(Rating bulletin 2618 (Cert #52615), 2/26/2020)",111 minutes,vs. LandCreate your own comparison chart…,"Sundance Film Festival 2020, Political Thriller, Secret Agent, C.I.A., MI6, Set in Soviet Union, Cold War, 1960s",Based on Real Life Events,Thriller/Suspense,Live Action,Dramatization,"FilmNation Entertainment, 42 Sunnymarch",United Kingdom,"English, Russian",,"$6,613,432","$14,241,294","$20,854,726","$409,923","$585,406","$995,329"
37,https://www.the-numbers.com/movie/Palma-(Russia),[],"[['Aleksandr Domogarov', 'Director']]",,,,,,,,"March 18th, 2021 (Wide), released as Пальма (Russia (CIS))
May 14th, 2021 (Wide), released as Palma (Пальма) (Lithuania)
August 21st, 2022 (Wide) (China)
August 26th, 2022 (Limited), released as Palma (忠犬帕尔玛) (China)
",,,110 minutes,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,"Japan, Russian Federation",Russian,,n/a,"$6,486,162","$6,486,162",,,
38,https://www.the-numbers.com/movie/Gekijoban-Okusama-wa-toriatsukai-chui-(2021-Japan),[],"[['Tôya Satô', 'Director']]",,,,,,,,"March 19th, 2021 (Wide) (Japan)
",,,119 minutes,Create your own comparison chart…,,Spin-Off,Adventure,Live Action,Contemporary Fiction,,Japan,Japanese,,n/a,"$10,279,120","$10,279,120",,,
39,https://www.the-numbers.com/movie/Nobody-(2021),"['Connie Nielsen', 'RZA', 'Aleksey Serebryakov', 'Christopher Lloyd', 'Bob Odenkirk']","[['Ilya Naishuller', 'Director'], ['Derek Kolstad', 'Screenwriter'], ['Kelly McCormick', 'Producer'], ['David Leitch', 'Producer'], ['Braden Aftergood', 'Producer'], ['Bob Odenkirk', 'Producer'], ['Marc Provissiero', 'Producer'], ['Derek Kolstad', 'Executive Producer'], ['Marc S. Fischer', 'Executive Producer'], ['Annie Marter', 'Executive Producer'], ['Tobey Maguire', 'Executive Producer'], ['Roger Fires', 'Production Designer'], ['William Yeh', 'Editor'], ['Evan Schiff', 'Editor'], ['David Buckley', 'Composer'], ['Pawel Pogorzelski', 'Director of Photography']]","$6,820,100 (24.7% of total gross)",4.04 (domestic box office/biggest weekend),47.9% (domestic box office/worldwide),"2,460 opening theaters/2,567 max. theaters, 8.3 weeks average run per theater","$27,700,578","$16,000,000 (worldwide box office is 3.6 times production budget)","March 26th, 2021 (Wide) by Universal","March 19th, 2021 (Wide) (Egypt)
March 19th, 2021 (Wide) (Middle East Region)
March 19th, 2021 (Wide) (Russia (CIS))
March 19th, 2021 (Wide) (United Arab Emirates)
April 1st, 2021 (Wide) (Australia)
... Show all releases
","April 16th, 2021 by Universal Home Entertainment","R for strong violence and bloody images, language throughout and brief drug use.(Rating bulletin 2636 (Cert #52773), 7/1/2020)",92 minutes,vs. Straight Outta ComptonCreate your own comparison chart…,"Action Thriller, Disrupted by COVID-19 pandemic, Hitmen, Money Troubles, Mid-Life Crisis, Russian Mafia, Organized Crime, Out of Retirement, Revenge, Dysfunctional Family, False Identity",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"87North, Odenkirk-Provissiero, Eighty Two Films, Universal Pictures, Perfect World Pictures",United States,English,,"$27,568,035","$29,944,435","$57,512,470","$3,315,394","$6,073,429","$9,388,823"
40,https://www.the-numbers.com/movie/Godzilla-vs-Kong-(2020),"['Millie Bobby Brown', 'Rebecca Hall', 'Brian Tyree Henry', 'Shun Oguri', 'Eiza González', 'Julian Dennison', 'Kaylee Hottle', 'Kyle Chandler', 'Demián Bichir', 'Alexander Skarsgård']","[['Adam Wingard', 'Director'], ['Eric Pearson', 'Screenwriter'], ['Max Borenstein', 'Screenwriter'], ['Terry Rossio', 'Story by'], ['Michael Dougherty', 'Story by'], ['Zach Shields', 'Story by'], ['Mary Parent', 'Producer'], ['Alex Garcia', 'Producer'], ['Eric McLeod', 'Producer'], ['Brian Rogers', 'Producer'], ['Kenji Okuhira', 'Executive Producer'], ['Yoshimitsu Banno', 'Executive Producer'], ['Jon Jashni', 'Executive Producer'], ['Thomas Tull', 'Executive Producer'], ['Owen Patterson', 'Production Designer'], ['Thomas S. Hammock', 'Production Designer'], ['Josh Schaeffer', 'Editor'], ['Ben Seresin', 'Director of Photography']]","$32,200,000 (31.9% of total gross)",3.13 (domestic box office/biggest weekend),21.6% (domestic box office/worldwide),"3,064 opening theaters/3,084 max. theaters, 9.2 weeks average run per theater","$101,401,272","$155,000,000 (worldwide box office is 3.0 times production budget)","March 31st, 2021 (Wide) by Warner Bros.March 31st, 2021 (IMAX) by Warner Bros.","March 25th, 2021 (Wide) (Australia)
March 25th, 2021 (IMAX) (Australia)
March 25th, 2021 (Wide) (Mexico)
March 25th, 2021 (Wide) (New Zealand)
March 26th, 2021 (Wide) (Brazil)
... Show all releases
","March 31st, 2021 by Max","PG-13 for intense sequences of creature violence/destruction and brief language.(Rating bulletin 2632 (Cert #52746), 6/3/2020)",113 minutes,vs. Mortal KombatCreate your own comparison chart…,"3-D, 3-D - Post-production Conversion, IMAX: DMR, Disrupted by COVID-19 pandemic, Kaiju, Creature Feature, Secret Societies, Deaf, Mute, Sign Language, Enemies Forced to Work Together, Robot",Original Screenplay,Action,Live Action,Science Fiction,"Warner Bros., Legendary Pictures",United States,English,GodzillaKing KongMonsterVerse,"$100,916,094","$367,127,758","$468,043,852","$13,300,975","$22,864,813","$36,165,788"
41,https://www.the-numbers.com/movie/Peter-Rabbit-2-The-Runaway,"['Rose Byrne', 'Domhnall Gleeson', 'David Oyelowo', 'Elizabeth Debicki', 'Margot Robbie', 'James Corden']","[['Will Gluck', 'Director'], ['Will Gluck', 'Screenwriter'], ['Patrick Burleigh', 'Screenwriter'], ['Beatrix Potter', 'Story by'], ['Will Gluck', 'Producer'], ['Zack Nalbandian', 'Producer'], ['Catherine Bishop', 'Producer'], ['Jodi Hildebrand', 'Producer'], ['Doug Belgrad', 'Executive Producer'], ['Jonathan Hludzinski', 'Executive Producer'], ['Jason Lust', 'Executive Producer'], ['Emma Topping', 'Executive Producer'], ['Thomas Merrington', 'Executive Producer'], ['Dominic Lewis', 'Composer'], ['Peter Menzies Jr.', 'Director of Photography']]","$10,101,066 (24.9% of total gross)",4.01 (domestic box office/biggest weekend),26.8% (domestic box office/worldwide),"3,346 opening theaters/3,346 max. theaters, 5.1 weeks average run per theater","$40,696,438","$45,000,000 (worldwide box office is 3.4 times production budget)","June 11th, 2021 (Wide) by Sony Pictures","March 26th, 2021 (Wide) (Australia)
April 2nd, 2021 (Wide) (New Zealand)
May 13th, 2021 (Wide) (Mexico)
May 14th, 2021 (Wide) (Russia (CIS))
May 14th, 2021 (Wide) (Saudi Arabia)
... Show all releases
","August 24th, 2021 by Sony Pictures Home Entertainment","PG for some rude humor and action.(Rating bulletin 2616 (Cert #52043), 2/12/2020)",93 minutes,vs. Alvin and the Chipmunks: The SqueakquelCreate your own comparison chart…,"Family Movie, Family Adventure, Animal Lead, Talking Animals",Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Kids Fiction,"Olive Bridge Entertainment, Sony Pictures Animation, Animal Logic, Columbia Pictures","Australia, India, United States",English,Peter Rabbit,"$40,501,717","$110,475,047","$150,976,764","$2,658,712","$2,613,698","$5,272,410"
