,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Releases:,Production/Financing Companies:,Video Release:,MPAA Rating:,Keywords:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
28,https://www.the-numbers.com/movie/Cyrano-(2021),"['Ben Mendelsohn', 'Bashir Salahuddin', 'Monica Dolan', 'Mark Benton', 'Peter Wight', 'Peter Dinklage', 'Haley Bennett', 'Kelvin Harrison Jr']","[['Joe Wright', 'Director'], ['Tim Bevan', 'Producer'], ['Eric Fellner', 'Producer'], ['Guy Heeley', 'Producer'], ['Erica Schmidt', 'Screenwriter'], ['Erica Schmidt', 'Story based on the play by'], ['Edmond Rostand', 'Story by'], ['Erica Schmidt', 'Executive Producer'], ['Sarah-Jane Robinson', 'Executive Producer'], ['Sheeraz Shah', 'Executive Producer'], ['Lucas Webb', 'Executive Producer'], ['Matt Berninger', 'Executive Producer'], ['Carin Besser', 'Executive Producer'], ['Aaron Dessner', 'Executive Producer'], ['Bryce Dessner', 'Executive Producer'], ['Kevin Ulrich', 'Executive Producer'], ['Aaron L. Gilbert', 'Executive Producer'], ['Jason Cloth', 'Executive Producer'], ['Seamus McGarvey', 'Director of Photography'], ['Sarah Greenwood', 'Production Designer'], ['Valerio Bonelli', 'Editor'], ['Jacqueline Durran', 'Costume Designer'], ['Massimo Cantini Parrini', 'Costume Designer'], ['Bryce Dessner', 'Composer'], ['Aaron Dessner', 'Composer'], ['Becky Bentham', 'Music Supervisor'], ['Sidi Larbi Cherkaoui', 'Choreography'], ['Cass Marks', 'Co-Producer'], ['Nina Gold', 'Casting Director']]","$1,385,995 (35.8% of total gross)",2.79 (domestic box office/biggest weekend),64.7% (domestic box office/worldwide),,"797 opening theaters/797 max. theaters, 3.5 weeks average run per theater","$3,873,124","February 17th, 2022 (Wide) (Mexico)
February 23rd, 2022 (Wide), released as 시라노 (South Korea)
February 24th, 2022 (Wide) (Australia)
February 24th, 2022 (Limited) (New Zealand)
February 24th, 2022 (Wide) (Portugal)
... Show all releases
",124 minutes,vs. Studio 666Create your own comparison chart…,Based on Musical or Opera,Musical,Live Action,Historical Fiction,"United Kingdom, United States",English,"December 17th, 2021 (Oscar Qualifying Run) by United ArtistsFebruary 25th, 2022 (Wide) by United Artists","Working Title Films, Metro-Goldwyn-Mayer Pictures, Bron Creative","April 5th, 2022 by United Artists Video","PG-13 for some strong violence, thematic and suggestive material, and brief language.(Rating bulletin 2689 (cert #53237), 7/14/2021)",Romance,,"$3,873,124","$2,113,800","$5,986,924","$207,483","$175,775","$383,258"
29,https://www.the-numbers.com/movie/Octonauts-and-the-Caves-of-Sac-Actun-(2020-United-Kingdom),[],"[['Blair Simmons', 'Director']]",,,,,,,"February 17th, 2022 (Wide), released as Octonauts: Octonauts and the Caves of Sac Actun (South Korea)
June 17th, 2022 (Wide) (China)
",,Create your own comparison chart…,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction,United Kingdom,,,,,,,,n/a,"$11,695,093","$11,695,093",,,
30,https://www.the-numbers.com/movie/Dog-(2021-Dir-Channing-Tatum),"['Jane Adams', 'Kevin Nash', ""Q'Orianka Kilcher"", 'Ethan Suplee', 'Emmy Raver-Lampman', 'Nicole LaLiberte', 'Luke Forbes', 'Junes Zahdi', 'Channing Tatum']","[['Channing Tatum', 'Director'], ['Reid Carolin', 'Director'], ['Reid Carolin', 'Screenwriter'], ['Reid Carolin', 'Story by'], ['Brett Rodriguez', 'Story by'], ['Peter Kiernan', 'Producer'], ['Gregory Jacobs', 'Producer'], ['Brett Rodriguez', 'Producer'], ['Betsy Danbury', 'Executive Producer'], ['Ken Meyer', 'Executive Producer'], ['Thomas Newman', 'Composer']]","$14,883,928 (24.1% of total gross)",4.15 (domestic box office/biggest weekend),73.0% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 5.6 times production budget)","3,677 opening theaters/3,827 max. theaters, 6.3 weeks average run per theater","$61,778,069","February 18th, 2022 (Wide), released as Dog. Un câine de legendă (Romania)
February 18th, 2022 (Limited) (United Kingdom)
February 23rd, 2022 (Wide), released as Лулу и Бриггс (Russia (CIS))
February 24th, 2022 (Wide) (Netherlands)
February 25th, 2022 (Wide) (Czech Republic)
... Show all releases
",101 minutes,vs. A Dog’s PurposeCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"February 18th, 2022 (Wide) by United Artists","Metro-Goldwyn-Mayer Pictures, FilmNation Entertainment, Free Association","April 19th, 2022 by Warner Home Video","PG-13 for language, thematic elements, drug content and some suggestive material.(Rating bulletin 2670 (cert #52875), 3/3/2021)","Road Trip, Animal Lead, Returning Soldiers, Funeral Reunions, Death of a Best Friend, Directing Yourself, Actors Making Their Directorial Debut, Screenplay Written By the Star, Buddy Comedy",,"$61,778,069","$22,899,609","$84,677,678","$2,164,539","$2,364,597","$4,529,136"
31,https://www.the-numbers.com/movie/Wo-men-de-dong-ao-(2022-China),[],"[['Haoling Li', 'Director'], ['Yongchang Lin', 'Director'], ['Qiang Qu', 'Director']]",,,,,,,"February 19th, 2022 (Wide), released as 我们的冬奥 (China)
",90 minutes,Create your own comparison chart…,Original Screenplay,Adventure,Digital Animation,Kids Fiction,China,Mandarin,,,,,,,n/a,"$9,920,000","$9,920,000",,,
32,https://www.the-numbers.com/movie/Duke-The-(2020-UK),"['Jim Broadbent', 'Helen Mirren']","[['Roger Michell', 'Director'], ['Richard Bean', 'Screenwriter'], ['Clive Coleman', 'Screenwriter'], ['Nicky Bentham', 'Producer'], ['Cameron McCracken', 'Executive Producer'], ['Jenny Borgars', 'Executive Producer'], ['Andrea Scarso', 'Executive Producer'], ['Hugo Heppell', 'Executive Producer'], ['Peter Scarf', 'Executive Producer'], ['Chris Bunton', 'Executive Producer']]","$25,776 (1.7% of total gross)",4.11 (domestic box office/biggest weekend),10.7% (domestic box office/worldwide),,"4 opening theaters/353 max. theaters, 3.6 weeks average run per theater","$1,526,975","February 25th, 2022 (Wide) (United Kingdom)
March 3rd, 2022 (Wide), released as Il ritratto del duca (Italy)
March 17th, 2022 (Wide) (Netherlands)
March 31st, 2022 (Wide) (Australia)
March 31st, 2022 (Wide) (New Zealand)
... Show all releases
",96 minutes,vs. The Lady in the VanCreate your own comparison chart…,Based on Real Life Events,Comedy,Live Action,Dramatization,United Kingdom,English,"December 10th, 2021 (Oscar Qualifying Run) by Sony Pictures ClassicsApril 22nd, 2022 (Limited) by Sony Pictures Classics","Pathe, Ingenious Media, Screen Yorkshire, Neon Films","July 26th, 2022 by Sony Pictures Home Entertainment","R for language and brief sexuality.(Rating bulletin 2670 (cert #53106), 3/3/2021)","1960s, Set in London, Heist, Comedy Drama, Biography, Political Activist, Political, Museum",,"$1,526,970","$12,802,353","$14,329,323",,,
33,https://www.the-numbers.com/movie/Batman-The-(2021),"['Jeffrey Wright', 'John Turturro', 'Andy Serkis', 'Peter Sarsgaard', 'Barry Keoghan', 'Jayme Lawson', 'Robert Pattinson', 'Zoë Kravitz', 'Colin Farrell', 'Paul Dano']","[['Matt Reeves', 'Director'], ['Matt Reeves', 'Screenwriter'], ['Peter Craig', 'Screenwriter'], ['Dylan Clark', 'Producer'], ['Matt Reeves', 'Producer'], ['Michael E. Uslan', 'Executive Producer'], ['Walter Hamada', 'Executive Producer'], ['Chantal Nong', 'Executive Producer'], ['Simon Emanuel', 'Executive Producer'], ['James Chinlund', 'Production Designer'], ['William Hoy', 'Editor'], ['Tyler Nelson', 'Editor'], ['Michael Giacchino', 'Composer'], ['Greig Fraser', 'Cinematographer']]","$134,008,624 (36.3% of total gross)",2.76 (domestic box office/biggest weekend),48.2% (domestic box office/worldwide),"$200,000,000 (worldwide box office is 3.8 times production budget)","4,417 opening theaters/4,417 max. theaters, 6.8 weeks average run per theater","$369,345,584","March 1st, 2022 (Wide), released as 더 배트맨 (South Korea)
March 2nd, 2022 (Wide) (France)
March 3rd, 2022 (Wide) (Australia)
March 3rd, 2022 (Wide) (Brazil)
March 3rd, 2022 (Wide) (Germany)
... Show all releases
",175 minutes,vs. Doctor Strange in the Multiverse of MadnessCreate your own comparison chart…,Based on Comic/Graphic Novel,Action,Live Action,Super Hero,United States,English,"March 1st, 2022 (IMAX) by Warner Bros.March 4th, 2022 (Wide) by Warner Bros.","6th and Idaho, Dylan Clark Productions, Warner Bros., DC Films","April 18th, 2022 by Max","PG-13 for strong violent and disturbing content, drug content, strong language, and some suggestive material.(Rating bulletin 2714 (cert #53494), 1/12/2022)","Reboot, Action Thriller, Crime, Serial Killer",Batman,"$369,345,583","$396,693,680","$766,039,263","$3,477,821","$12,506,372","$15,984,193"
34,https://www.the-numbers.com/movie/Bergen-(2022-Turkey),[],"[['Caner Alper', 'Director'], ['Mehmet Binay', 'Director']]",,,,,,,"March 4th, 2022 (Wide) (Turkey)
March 11th, 2022 (Wide) (United Kingdom)
September 29th, 2022 (Limited) (Australia)
",145 minutes,Create your own comparison chart…,Based on Real Life Events,Drama,Live Action,Dramatization,Turkey,Turkish,,,,,,,n/a,"$21,168,216","$21,168,216",,,
35,https://www.the-numbers.com/movie/Turning-Red-(2022),"['Sandra Oh', 'Rosalie Chiang']","[['Domee Shi', 'Director'], ['Julia Cho', 'Screenwriter'], ['Domee Shi', 'Screenwriter'], ['Lindsey Collins', 'Producer']]",,,,"$175,000,000 (worldwide box office is 0.1 times production budget)",,,"March 10th, 2022 (Wide), released as Crvena panda (Croatia)
March 10th, 2022 (Wide) (Philippines)
March 11th, 2022 (Wide), released as Proměna (Czech Republic)
March 11th, 2022 (Wide) (Israel)
March 11th, 2022 (Wide), released as Raudonoji panda (Lithuania)
... Show all releases
",100 minutes,vs. LucaCreate your own comparison chart…,Original Screenplay,Adventure,Digital Animation,Science Fiction,"Canada, United States",English,"March 11th, 2022 (Limited) by Walt Disney",Disney-Pixar,"March 11th, 2022 by Disney+","PG for thematic material, suggestive content and language.(Rating bulletin 2708 (cert #53432), 11/24/2021)","Family Adventure, Human Animal Transformation, Curses, Dysfunctional Family",,n/a,"$10,872,141","$10,872,141","$1,011,073","$1,108,666","$2,119,739"
36,https://www.the-numbers.com/movie/BTS-Permission-to-Dance-on-Stage-Seoul-Live-Viewing-(2022-South-Korea),[],"[['Yong-seok Choi ', 'Director'], ['Woogie Kim', 'Director']]","$6,840,000 (100.0% of total gross)",1.00 (domestic box office/biggest weekend),21.0% (domestic box office/worldwide),,"803 opening theaters/803 max. theaters, 1.0 weeks average run per theater","$6,840,000","March 11th, 2022 (Wide), released as BTS Permission To Dance On Stage - Seoul: Live Viewing (United Kingdom)
March 12th, 2022 (Special Engagement) (Italy)
March 12th, 2022 (Special Engagement) (Russia (CIS))
March 12th, 2022 (Wide) (Russia (CIS))
March 12th, 2022 (Wide), released as BTS: Permission to dance on stage - Seoul (Spain)
... Show all releases
",,vs. BTS World Tour: Love Yourself in SeoulCreate your own comparison chart…,Based on Real Life Events,Concert/Performance,Live Action,Factual,Republic of Korea,Korean,"March 12th, 2022 (Special Engagement) by Trafalgar Releasing",,,,,BTS,"$6,840,000","$25,760,000","$32,600,000",,,
37,https://www.the-numbers.com/movie/Ambulance-(2022),"['Eiza González', 'Jake Gyllenhaal', 'Yahya Abdul-Mateen II']","[['Michael Bay', 'Director'], ['Chris Fedak', 'Screenwriter'], ['Michael Bay', 'Producer'], ['Bradley J. Fischer', 'Producer'], ['William Sherak', 'Producer'], ['James Vanderbilt', 'Producer'], ['Ian Bryce', 'Producer'], ['Michael Kase', 'Executive Producer'], ['Mark Moran', 'Executive Producer'], ['Pietro Scalia', 'Editor'], ['Lorne Balfe', 'Composer'], ['Roberto De Angelis', 'Director of Photography']]","$8,699,630 (38.2% of total gross)",2.62 (domestic box office/biggest weekend),43.7% (domestic box office/worldwide),,"3,412 opening theaters/3,412 max. theaters, 3.3 weeks average run per theater","$22,781,115","March 16th, 2022 (Wide) (Indonesia)
March 16th, 2022 (Wide) (Philippines)
March 17th, 2022 (Wide) (Argentina)
March 17th, 2022 (Wide) (Bolivia)
March 17th, 2022 (Wide) (Central America)
... Show all releases
",136 minutes,vs. PlaneCreate your own comparison chart…,Remake,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"April 8th, 2022 (Wide) by UniversalApril 8th, 2022 (IMAX) by Universal","Endeavor Content, Bay Films, New Republic Pictures, Project X Entertainment, Universal Pictures","May 3rd, 2022 by Universal Home Entertainment","R for intense violence, bloody images and language throughout.(Rating bulletin 2706 (cert #53492), 11/10/2021)","Action Thriller, Heist, Money Troubles, Hostage, Fugitive / On the Run",,"$22,781,115","$29,396,966","$52,178,081","$794,220","$1,249,048","$2,043,268"
38,https://www.the-numbers.com/movie/Bad-Guys-The,"['Richard Ayoade', 'Sam Rockwell', 'Marc Maron', 'Anthony Ramos', 'Craig Robinson', 'Awkwafina']","[['Pierre Perifel', 'Director'], ['Etan Cohen', 'Screenwriter'], ['Hilary Winston', 'Screenwriter'], ['Aaron Blabey', 'Story Based on the Book Series by'], ['Damon Ross', 'Producer'], ['Rebecca Huntley', 'Producer'], ['Aaron Blabey', 'Executive Producer'], ['Etan Cohen', 'Executive Producer'], ['Patrick Hughes', 'Executive Producer'], ['Jeff Berg', 'Executive Producer'], ['John Venzon', 'Editor'], ['Daniel Pemberton', 'Composer']]","$23,950,245 (24.6% of total gross)",4.06 (domestic box office/biggest weekend),38.8% (domestic box office/worldwide),"$70,000,000 (worldwide box office is 3.6 times production budget)","4,009 opening theaters/4,042 max. theaters, 8.4 weeks average run per theater","$97,233,630","March 17th, 2022 (Wide), released as Los tipos malos (Argentina)
March 17th, 2022 (Wide), released as Die Gangster Gang (Austria)
March 17th, 2022 (Wide) (Bolivia)
March 17th, 2022 (Wide), released as Os Caras Malvados (Brazil)
March 17th, 2022 (Wide) (Central America)
... Show all releases
",100 minutes,vs. Puss in Boots: The Last WishCreate your own comparison chart…,Based on Fiction Book/Short Story,Comedy,Digital Animation,Kids Fiction,United States,English,"April 22nd, 2022 (Wide) by Universal",DreamWorks Animation,"June 7th, 2022 by Universal Home Entertainment","PG for action and rude humor.(Rating bulletin 2712 (cert #53555), 12/22/2021)","Heist, Crime, Animal Lead, Talking Animals, Crime Caper, Family Comedy",,"$97,233,630","$153,426,077","$250,659,707","$4,216,281","$4,921,579","$9,137,860"
39,https://www.the-numbers.com/movie/X-(2022-Horror),"['Martin Henderson', 'Brittany Snow', 'Kid Cudi', 'Mia Goth', 'Jenna Ortega']","[['Ti West', 'Director'], ['Ti West', 'Screenwriter'], ['Jacob Jaffke', 'Producer'], ['Ashley Levinson', 'Producer'], ['Sam Levinson', 'Producer'], ['Kevin Turen', 'Producer']]","$4,275,126 (36.3% of total gross)",2.75 (domestic box office/biggest weekend),77.9% (domestic box office/worldwide),"$1,000,000 (worldwide box office is 15.1 times production budget)","2,865 opening theaters/2,920 max. theaters, 2.9 weeks average run per theater","$11,769,469","March 17th, 2022 (Wide) (Netherlands)
March 17th, 2022 (Wide) (Portugal)
March 18th, 2022 (Wide) (United Kingdom)
March 24th, 2022 (Wide) (Australia)
March 25th, 2022 (Wide) (Finland)
... Show all releases
",105 minutes,vs. PearlCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Historical Fiction,United States,English,"March 18th, 2022 (Wide) by A24","A24, Bron Creative","May 24th, 2022 by Lionsgate Home Entertainment","R for strong bloody violence and gore, strong sexual content, graphic nudity, drug use, and language.(Rating bulletin 2712 (cert #53557), 12/22/2021)","Slasher Horror, Porn Business, Movie Business, 1970s, Filmed in New Zealand",X,"$11,769,469","$3,343,636","$15,113,105",,"$1,997,063","$1,997,063"
40,https://www.the-numbers.com/movie/Lost-City-The-(2022),"['Brad Pitt', 'Raymond Lee', 'Bowen Yang', 'Sandra Bullock', 'Channing Tatum', 'Daniel Radcliffe', 'Oscar Nuñez', 'Da’Vine Joy Randolph', 'Patti Harrison']","[['Adam Nee', 'Director'], ['Aaron Nee', 'Director'], ['Dana Fox', 'Screenwriter'], ['Seth Gordon', 'Story by'], ['Sandra Bullock', 'Producer'], ['Liza Chasin', 'Producer'], ['Seth Gordon', 'Producer']]","$30,453,269 (28.9% of total gross)",3.46 (domestic box office/biggest weekend),57.6% (domestic box office/worldwide),"$74,000,000 (worldwide box office is 2.5 times production budget)","4,253 opening theaters/4,283 max. theaters, 6.6 weeks average run per theater","$105,344,029","March 24th, 2022 (Wide) (Australia)
March 25th, 2022 (Wide), released as Ztracené město (Czech Republic)
March 25th, 2022 (Wide) (Romania)
March 25th, 2022 (Wide), released as Stratené mesto (Slovakia)
March 25th, 2022 (Wide), released as Kayıp Şehir (Turkey)
... Show all releases
",112 minutes,vs. Ocean's TwelveCreate your own comparison chart…,Original Screenplay,Adventure,Live Action,Contemporary Fiction,United States,English,"March 25th, 2022 (Wide) by Paramount Pictures","3dot Productions, Exhibit A Pictures, Fortis Films, Paramount Pictures","May 10th, 2022 by Paramount Home Video","PG-13 for violence and some bloody images, suggestive material, partial nudity and language.(Rating bulletin 2722 (cert #53462), 3/9/2022)","Treasure Hunters, Writing and Writers, Action Adventure",,"$105,344,029","$77,577,961","$182,921,990","$4,100,330","$2,685,997","$6,786,327"
41,https://www.the-numbers.com/movie/RRR-(2022-India),"['Ajay Devgn', 'Ray Stevenson', 'Shriya Saran', 'Alison Doody', 'Alia Bhatt', 'Makrand Deshpande', 'Olivia Morris', 'Chatrapathi Sekhar', 'Ram Charan', 'Rama Rao']","[['S.S. Rajamouli', 'Director'], ['S.S. Rajamouli', 'Screenwriter'], ['K.V. Vijayendra Prasad', 'Story by'], ['D.V.V. Danayya', 'Producer'], ['Sreekar Prasad', 'Editor'], ['M.M. Keeravani', 'Composer'], ['K.K. Senthil Kumar', 'Director of Photography']]","$9,500,000 (65.6% of total gross)",1.52 (domestic box office/biggest weekend),9.6% (domestic box office/worldwide),,"1,200 opening theaters/1,200 max. theaters, 1.6 weeks average run per theater","$14,473,124","March 25th, 2022 (Wide) (Australia)
March 25th, 2022 (Wide) (Finland)
March 25th, 2022 (Wide) (New Zealand)
March 25th, 2022 (Limited) (United Kingdom)
2022s (Wide) (Portugal)
... Show all releases
",186 minutes,vs. Baahubali 2: The ConclusionCreate your own comparison chart…,Based on Fiction Book/Short Story,Action,Live Action,Historical Fiction,India,Telugu,"March 24th, 2022 (Wide) by Sarigama Cinemas, released as RRR: Rise, Roar, RevoltJune 1st, 2022 (Limited) by Sarigama Cinemas, released as RRR #encoRRReMarch 3rd, 2023 (Limited) by Variance Films, released as RRR Fan CelebRRRation",DVV Entertainment,"May 20th, 2022 by Netflix, released as RRR: Rise, Roar, RevoltMay 20th, 2022 by Netflix UK",,"Bollywood, Action Adventure, 1920s, Set in India, Political, Rescue",,"$14,473,124","$136,075,164","$150,548,288",,,
