,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,International Releases:,Languages:,Video Release:,Franchise:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
96,https://www.the-numbers.com/movie/Clockers,"['Mekhi Phifer', 'Isaiah Washington', 'Keith David', 'Peewee Love', 'Harvey Keitel', 'John Turturro', 'Delroy Lindo']","[['Spike Lee', 'Director'], ['Martin Scorsese', 'Producer'], ['Spike Lee', 'Producer'], ['Jon Kilik', 'Producer'], ['Richard Price', 'Screenwriter'], ['Spike Lee', 'Screenwriter'], ['Richard Price', 'Story based on the book by'], ['Rosalie Swedlin', 'Executive Producer'], ['Monty Ross', 'Executive Producer'], ['Richard Price', 'Co-Producer'], ['Malik Sayeed', 'Director of Photography'], ['Sam Pollard', 'Editor'], ['Terence Blanchard', 'Composer'], ['Andrew McAlpine', 'Production Designer'], ['Robi Reed-Humes*', 'Casting Director']]","$4,463,560 (34.4% of total gross)",2.91 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,208 opening theaters/1,234 max. theaters, 3.6 weeks average run per theater","$27,391,450",,"September 13th, 1995 (Wide) by Universal","R for strong graphic violence, strong language and drug content.",129 minutes,vs. Clifford the Big Red DogCreate your own comparison chart…,"Hood Film, Crime Drama, Narcotics, Drug Dealer, Set in Brooklyn",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,English,"January 5th, 1999 by Universal Home Entertainment",,"Universal Pictures, 40 Acres and a Mule Filmworks","$12,993,765",,,,
97,https://www.the-numbers.com/movie/Hackers,[],"[['Iain Softley', 'Director'], ['Rafael Moreu', 'Screenwriter']]","$3,173,101 (42.4% of total gross)",2.36 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,812 opening theaters/1,812 max. theaters, 3.1 weeks average run per theater","$15,783,716",,"September 15th, 1995 (Wide) by MGM",PG-13 for some sexuality and brief strong language,117 minutes,vs. Back to the FutureCreate your own comparison chart…,"Internet, Crime Thriller, 1980s, Prologue, Juvenile Delinquent, Hackers, Cult Movie",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,English,"August 18th, 2015 by Shout Factory",,,"$7,487,370",,,"$262,534","$262,534"
98,https://www.the-numbers.com/movie/Unstrung-Heroes,"['Andie MacDowell', 'John Turturro', 'Michael Richards']","[['Diane Keaton', 'Director'], ['Richard LaGravenese', 'Screenwriter'], ['Thomas Newman', 'Composer'], ['Franz Lidz', 'Story Creator']]","$185,183 (2.3% of total gross)",3.20 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"10 opening theaters/576 max. theaters, 4.6 weeks average run per theater","$16,714,691",,"September 15th, 1995 (Wide) by Walt Disney",PG for emotional subject matter,93 minutes,Create your own comparison chart…,"Comedy Drama, Cancer, Dysfunctional Family, Terminal Illness, 1960s, Actors Making Their Directorial Debut, Young Child Dealing with the Death of a Parent, Set in California",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,United States,,,"June 3rd, 2003 by Walt Disney Home Entertainment",,,"$7,929,000",,,,
99,https://www.the-numbers.com/movie/Se7en,"['Gwyneth Paltrow', 'John C. McGinley', 'Brad Pitt', 'Morgan Freeman']","[['David Fincher', 'Director'], ['Andrew Kevin Walker', 'Screenwriter'], ['Arnold Kopelson', 'Producer'], ['Phyllis Carlyle', 'Producer'], ['Gianni Nunnari', 'Executive Producer'], ['Dan Kolsrud', 'Executive Producer'], ['Anne Kopelson', 'Executive Producer'], ['Arthur Max', 'Production Designer'], ['William Hoy', 'Editor'], ['Howard Shore', 'Composer'], ['Darius Khondji', 'Director of Photography']]","$13,949,807 (13.9% of total gross)",7.18 (domestic box office/biggest weekend),30.5% (domestic box office/worldwide),"2,441 opening theaters/2,528 max. theaters, 12.4 weeks average run per theater","$210,635,047","$30,000,000 (worldwide box office is 10.9 times production budget)","September 22nd, 1995 (Wide) by New Line","R for grisly afterviews of horrific and bizarre killings, and for strong language",126 minutes,vs. ZodiacCreate your own comparison chart…,"Serial Killer, Film Noir, Psychological Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,"December 4th, 2020 (Limited) (Australia)
",English,"March 26th, 1997 by New Line Home Video, released as Seven",,Juno Pix,"$100,125,643","$228,000,000","$328,125,643",,
100,https://www.the-numbers.com/movie/Persuasion,[],"[['Roger Michell', 'Director'], ['Nick Dear', 'Screenwriter'], ['Jane Austen', 'Story Creator']]","$30,986 (0.6% of total gross)",16.52 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1 opening theaters/99 max. theaters, 12.6 weeks average run per theater","$11,061,799",,"September 27th, 1995 (Wide) by Sony Pictures Classics",PG for brief mild language,104 minutes,Create your own comparison chart…,"Historical Drama, 1800s, On a Boat, War, Money Troubles, TV Premiere, Romance, Marriage of Convenience, Relationships Gone Wrong, Dysfunctional Family",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"France, United Kingdom, United States",,,,,,"$5,269,757",,,,
101,https://www.the-numbers.com/movie/To-Die-For,"['Matt Dillon', 'Nicole Kidman']","[['Gus Van Sant', 'Director'], ['Danny Elfman', 'Composer']]","$386,610 (1.8% of total gross)",3.42 (domestic box office/biggest weekend),76.9% (domestic box office/worldwide),"11 opening theaters/954 max. theaters, 7.3 weeks average run per theater","$44,864,408","$20,000,000 (worldwide box office is 1.4 times production budget)","September 27th, 1995 (Limited) by Sony Pictures","R for strong sexual content, and for language",103 minutes,vs. SuperCreate your own comparison chart…,"TV Industry, Media Circus, Erotic Thriller",Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction,"United Kingdom, United States","February 22nd, 1996 (Limited) (Australia)
July 6th, 2023 (Limited) (Australia)
",English,,,"Columbia Pictures, Laura Ziskin Productions, The Rank Film Organization","$21,284,514","$6,404,230","$27,688,744",,
102,https://www.the-numbers.com/movie/Big-Green-The,[],[],"$4,688,285 (26.4% of total gross)",3.78 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,072 opening theaters/2,072 max. theaters, 5.7 weeks average run per theater","$37,389,602",,"September 29th, 1995 (Wide) by Walt Disney",PG for some mild language,99 minutes,vs. Blank CheckCreate your own comparison chart…,Soccer,Original Screenplay,Adventure,Live Action,Kids Fiction,,,English, by Buena Vista Home Entertainment,,,"$17,736,619",,,,
103,https://www.the-numbers.com/movie/Devil-in-a-Blue-Dress,[],"[['Carl Franklin', 'Director'], ['Carl Franklin', 'Screenwriter']]","$5,422,385 (33.8% of total gross)",2.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,432 opening theaters/1,432 max. theaters, 4.8 weeks average run per theater","$33,792,174",,"September 29th, 1995 (Wide) by Sony Pictures","R for violence, sexuality and language.",102 minutes,vs. 21 BridgesCreate your own comparison chart…,"Film Noir, Crime Drama, 1940s, Fired, Set in Los Angeles, Missing Person, African Americans, Police Brutality, Organized Crime, Relationships Gone Wrong, Blackmail, Political Campaign, Pedophilia, Private Investigator",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,,,"January 6th, 1998 by Columbia Pictures Home Entertainment",,,"$16,030,096",,,,
104,https://www.the-numbers.com/movie/Halloween-The-Curse-of-Michael-Myers,[],"[['Joe Chappelle', 'Director']]","$7,308,529 (48.3% of total gross)",2.07 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,679 opening theaters/1,679 max. theaters, 4.1 weeks average run per theater","$31,888,299","$5,000,000 (worldwide box office is 3.0 times production budget)","September 29th, 1995 (Wide) by Miramax","R for strong horror violence, and some sexuality",88 minutes,vs. Halloween: H2OCreate your own comparison chart…,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,,English,"October 10th, 2000 by Dimension Home",Halloween,,"$15,126,948",,,,
105,https://www.the-numbers.com/movie/Dead-Presidents,[],"[['Albert Hughes', 'Director'], ['Allen Hughes', 'Director'], ['Albert Hughes', 'Story Creator'], ['Allen Hughes', 'Story Creator'], ['Michael Henry Brown', 'Story Creator'], ['Michael Henry Brown', 'Screenwriter'], ['Dan Lebental', 'Editor'], ['Danny Elfman', 'Composer']]","$7,943,778 (32.9% of total gross)",3.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,081 opening theaters/1,084 max. theaters, 5.7 weeks average run per theater","$50,844,514",,"October 4th, 1995 (Wide) by Walt Disney","R for strong graphic violence, language, a sex scene and some drug use (previously rated NC-17)",119 minutes,vs. Soul FoodCreate your own comparison chart…,"Black Urban, African Americans, Hood Film, Crime Drama, Crime, 1960s, 1970s, Vietnam War, Returning Soldiers, Addiction, Religious, Mental Illness, PTSD, Gangs, Set in The Bronx, Family Affair",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,,,"$24,120,194",,,,
106,https://www.the-numbers.com/movie/Assassins-(1995),"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore']","[['Richard Donner', 'Director'], ['Mark Mancina', 'Composer'], ['Lauren Schuler-Donner*', 'Producer']]","$9,378,637 (30.9% of total gross)",3.23 (domestic box office/biggest weekend),36.4% (domestic box office/worldwide),"2,343 opening theaters/2,343 max. theaters, 5.1 weeks average run per theater","$63,859,687","$50,000,000 (worldwide box office is 1.7 times production budget)","October 6th, 1995 (Wide) by Warner Bros.",R for violence and language,132 minutes,vs. Judge DreddCreate your own comparison chart…,"Hitmen, Action Thriller, Revenge, Professional Rivalry, Betrayal, Death of a Mentor, Friends turned Enemies",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,English,"October 1st, 1997 by Warner Home Video",,Silver Pictures,"$30,306,268","$53,000,000","$83,306,268",,
107,https://www.the-numbers.com/movie/How-to-Make-an-American-Quilt,[],"[['Thomas Newman', 'Composer'], ['Jocelyn Moorhouse', 'Director'], ['Jane Anderson', 'Screenwriter']]","$5,790,445 (24.5% of total gross)",4.08 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,504 opening theaters/1,532 max. theaters, 6.7 weeks average run per theater","$49,749,918",,"October 6th, 1995 (Wide) by Universal","PG-13 for a scene of drug use, some sensuality and nudity",117 minutes,Create your own comparison chart…,"Romantic Drama, Romance, Ensemble, Non-Chronological, Relationships Gone Wrong, Infidelity, Dysfunctional Family, F-Rated, F-Rated, Triple",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,,,,,"$23,600,020",,,,
108,https://www.the-numbers.com/movie/Strange-Days,[],"[['Kathryn Bigelow', 'Director'], ['Graeme Revell', 'Composer'], ['James Cameron', 'Screenwriter']]",,2.17 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$16,692,692",,"October 6th, 1995 (Wide) by 20th Century Fox","R for intense disturbing violence, sexuality and pervasive strong language",145 minutes,vs. Girl 6Create your own comparison chart…,"Film Noir, Crime Thriller, 1990s, Yesterday's Tomorrow, Set in Los Angeles, Corrupt Cops, Sex Crimes, Prostitution, Framed, Surprise Twist",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,United States,,,,,,"$7,918,562",,,,
109,https://www.the-numbers.com/movie/Jade-(1995),"['Michael Biehn', 'Richard Crenna', 'David Caruso', 'Linda Fiorentino', 'Chazz Palminteri']","[['William Friedkin', 'Director'], ['James Horner', 'Composer']]","$4,284,246 (43.7% of total gross)",2.29 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,164 opening theaters/2,164 max. theaters, 3.0 weeks average run per theater","$20,685,979","$50,000,000 (worldwide box office is 0.2 times production budget)","October 13th, 1995 (Wide) by Paramount Pictures","R for grisly afterviews of murder victims, language and strong scenes of aberrant sexuality",95 minutes,vs. Premium RushCreate your own comparison chart…,"Film Noir, Erotic Thriller, Prostitution, Blackmail, Sex Crimes, Relationships Gone Wrong, Infidelity, False Identity, Corrupt Cops",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,English,"January 1st, 1998 by Lionsgate Home Entertainment",,,"$9,812,870",,,,
110,https://www.the-numbers.com/movie/Scarlet-Letter-The,[],"[['Roland Joffe', 'Director'], ['Douglas Day Stewart', 'Screenwriter']]","$4,119,086 (39.8% of total gross)",2.51 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,510 opening theaters/1,518 max. theaters, 3.7 weeks average run per theater","$21,837,255","$50,000,000 (worldwide box office is 0.2 times production budget)","October 13th, 1995 (Wide) by Walt Disney",R for violence and sexuality,135 minutes,vs. BelovedCreate your own comparison chart…,"Religious, Romantic Drama, Orthodox Religion, Infidelity, Romance, 1600s, Colonial United States",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,,English,"January 2nd, 2019 by Kino Lorber",,Allied Stars Ltd.,"$10,359,006",,,"$9,053","$9,053"
111,https://www.the-numbers.com/movie/Across-The-Sea-of-Time,[],"[['Stephen Low', 'Director'], ['Andrew Gellis', 'Screenwriter']]","$71,961 (0.4% of total gross)",109.20 (domestic box office/biggest weekend),44.2% (domestic box office/worldwide),"1 opening theaters/21 max. theaters, 36.5 weeks average run per theater","$32,130,424",,"October 20th, 1995 (IMAX) by Sony Pictures Classics",G,52 minutes,Create your own comparison chart…,"3-D, 3-D - Shot in 3-D, Family Adventure, Set in New York City, Immigration",Original Screenplay,Adventure,Live Action,Contemporary Fiction,,,,,,,"$16,015,639","$20,200,534","$36,216,173",,
112,https://www.the-numbers.com/movie/Get-Shorty,"['John Travolta', 'Rene Russo', 'Gene Hackman']","[['Barry Sonnenfeld', 'Director']]","$12,700,007 (17.6% of total gross)",5.67 (domestic box office/biggest weekend),62.6% (domestic box office/worldwide),"1,612 opening theaters/2,130 max. theaters, 8.2 weeks average run per theater","$151,724,968","$30,250,000 (worldwide box office is 3.8 times production budget)","October 20th, 1995 (Wide) by MGM",R for language and some violence,105 minutes,vs. Be CoolCreate your own comparison chart…,"Movie Business, Film Noir, Crime Comedy, Money Troubles, Organized Crime, Drug Cartels",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,,English,"February 7th, 2012",Get Shorty,Jersey Films,"$72,021,008","$43,000,000","$115,021,008",,
113,https://www.the-numbers.com/movie/Never-Talk-to-Strangers,[],"[['Peter Hall', 'Director'], ['Pino Donaggio', 'Composer']]","$2,903,457 (42.4% of total gross)",2.36 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,510 opening theaters/1,510 max. theaters, 3.2 weeks average run per theater","$14,440,109",,"October 20th, 1995 (Wide) by Sony Pictures","R for violence, language and some strong graphic sexuality",,vs. Pokémon: Detective PikachuCreate your own comparison chart…,Erotic Thriller,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,,,,,"$6,849,998",,,,
114,https://www.the-numbers.com/movie/Now-and-Then,"['Christina Ricci', 'Thora Birch', 'Gaby Hoffmann', 'Ashleigh Aston Moore', 'Melanie Griffith', 'Demi Moore', ""Rosie O'Donnell"", 'Rita Wilson']","[['Lesli Linka Glatter', 'Director'], ['I. Marlene King', 'Screenwriter']]","$7,440,173 (27.5% of total gross)",3.64 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,572 opening theaters/1,713 max. theaters, 7.0 weeks average run per theater","$57,039,399",,"October 20th, 1995 (Wide) by New Line",PG-13 for adolescent sex discussions,100 minutes,vs. CasperCreate your own comparison chart…,"Coming of Age, Coming-of-Age Drama, Non-Chronological, 1970s, Sexual Awakening, Film Actor, Writing and Writers, Doctors, Pregnant Women, Dysfunctional Family, Voiceover/Narration, F-Rated, F-Rated, Triple",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,,"November 15th, 2005 by Warner Home Video",,,"$27,067,247",,,,
115,https://www.the-numbers.com/movie/Copycat,[],"[['Jon Amiel', 'Director'], ['Christopher Young', 'Composer']]","$5,170,522 (16.1% of total gross)",5.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,390 opening theaters/1,661 max. theaters, 6.6 weeks average run per theater","$67,546,376","$20,000,000 (worldwide box office is 1.6 times production budget)","October 27th, 1995 (Wide) by Warner Bros.",R for violence and language,,vs. BlindnessCreate your own comparison chart…,"Serial Killer, Psychological Thriller, Surprise Twist, Kidnap, Rescue, Agoraphobia, Anxiety and Phobias",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,"February 20th, 1996 by Warner Home Video",,Regency Enterprises,"$32,051,917",,,,
116,https://www.the-numbers.com/movie/Leaving-Las-Vegas,[],"[['Mike Figgis', 'Director']]","$70,864 (0.2% of total gross)",8.82 (domestic box office/biggest weekend),64.2% (domestic box office/worldwide),"7 opening theaters/1,310 max. theaters, 7.9 weeks average run per theater","$66,447,792","$4,000,000 (worldwide box office is 12.5 times production budget)","October 27th, 1995 (Wide) by MGM","R for strong sexuality and language, violence and pervasive alcohol abuse",,vs. City of AngelsCreate your own comparison chart…,"Mafia, Romantic Drama, Prostitution, Sex Crimes, Romance, Addiction, Depression, Dysfunctional Family, Relationships Gone Wrong, Fired, Death of a Girlfriend / Boyfriend, Suicide, Inspired by a True Story, Autobiographical",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"France, United Kingdom, United States",,,"January 15th, 2013 by MGM Video",,Lumiere Pictures,"$31,983,777","$17,816,223","$49,800,000",,
117,https://www.the-numbers.com/movie/Mighty-Aphrodite,"['F. Murray Abraham', 'Woody Allen', 'Claire Bloom', 'Helena Bonham Carter', 'Olympia Dukakis', 'Michael Rapaport', 'Mira Sorvino', 'David Ogden Stiers', 'Jack Warden', 'Peter Weller']","[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter'], ['Robert Greenhut', 'Producer'], ['Jean Doumanian', 'Producer'], ['J.E. Beaucaire', 'Producer'], ['Jack Rollins', 'Executive Producer'], ['Charles H. Joffe', 'Executive Producer'], ['Letty Aronson', 'Executive Producer'], ['Carlo di Palma', 'Cinematographer'], ['Santo Loquasto', 'Production Designer'], ['Susan E. Morse', 'Editor'], ['Jeffrey Kurland', 'Costume Designer'], ['Helen Robin', 'Co-Producer'], ['Juliet Taylor', 'Casting Director']]","$326,494 (5.1% of total gross)",6.33 (domestic box office/biggest weekend),24.6% (domestic box office/worldwide),"19 opening theaters/278 max. theaters, 7.4 weeks average run per theater","$13,449,171",,"October 27th, 1995 (Wide) by Miramax",R for language and sex-related material,93 minutes,vs. SabrinaCreate your own comparison chart…,"Situational Comedy, Adopted Family, Adopted Family Seeking Reunion, Prostitution, Porn Business, Infidelity, Relationships Gone Wrong, Love Triangle, Child Prodigy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,English,,,Sweetheart Productions,"$6,401,297","$19,598,703","$26,000,000",,
118,https://www.the-numbers.com/movie/Powder,[],"[['Jerry Goldsmith', 'Composer']]","$7,146,973 (23.2% of total gross)",4.31 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,592 opening theaters/1,621 max. theaters, 7.1 weeks average run per theater","$64,970,174",,"October 27th, 1995 (Wide) by Walt Disney","PG-13 for intense, sometimes frightening elements of theme, and for language",,vs. Regarding HenryCreate your own comparison chart…,"Coming of Age, Coming-of-Age Drama, Albino, Bullies, Psychics",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,,,,,"$30,833,914",,,,
119,https://www.the-numbers.com/movie/Three-Wishes,[],"[['Martha Coolidge', 'Director'], ['Elizabeth Anderson', 'Screenwriter'], ['Clifford Green', 'Screenwriter']]","$2,601,093 (37.0% of total gross)",2.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,535 opening theaters/1,538 max. theaters, 3.5 weeks average run per theater","$14,810,064",,"October 27th, 1995 (Wide) by Savoy","PG for mild language and sensuality, and a scary fantasy",115 minutes,Create your own comparison chart…,"Family Drama, Money Troubles, Dysfunctional Family, Prologue, Non-Chronological, 1950s, Single Parent, Korean War, Young Child Dealing with the Death of a Parent, Genie or Djinn, Wish Granters, Returning Soldiers, POW, Friendly Ghost",Original Screenplay,Drama,Live Action,Fantasy,United States,,,,,,"$7,025,496",,,,
120,https://www.the-numbers.com/movie/Vampire-in-Brooklyn,"['Allen Payne', 'Kadeem Hardison', 'Zakes Mokae', 'Eddie Murphy', 'Angela Bassett']","[['Wes Craven', 'Director'], ['Eddie Murphy', 'Producer'], ['Mark Lipsky', 'Producer'], ['Charles Murphy', 'Screenwriter'], ['Michael Lucker', 'Screenwriter'], ['Chris Parker', 'Screenwriter'], ['Eddie Murphy', 'Story by'], ['Vernon Lynch', 'Story by'], ['Charles Murphy', 'Story by'], ['Marianne Maddalena', 'Executive Producer'], ['Stuart Besser', 'Executive Producer'], ['Ray Murphy', 'Co-Producer'], ['Mark Irwin', 'Director of Photography'], ['Patrick Lussier', 'Editor'], ['J. Peter Robinson', 'Composer']]","$7,045,379 (35.9% of total gross)",2.79 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,307 opening theaters/2,307 max. theaters, 4.2 weeks average run per theater","$41,378,552","$14,000,000 (worldwide box office is 1.4 times production budget)","October 27th, 1995 (Wide) by Paramount Pictures",R for strong language and vampire violence,100 minutes,vs. My Bloody ValentineCreate your own comparison chart…,"Vampire, Same Actor, Multiple Roles, Horror Comedy, Set in New York, Set in New York City, Set in Brooklyn, African Americans, NYPD, Romance, Suicide, Mental Illness",Original Screenplay,Horror,Live Action,Fantasy,United States,,English,"October 24th, 2017 by Paramount Home Video",,"Paramount Pictures, Eddie Murphy Production","$19,637,147",,,,
121,https://www.the-numbers.com/movie/Fair-Game,[],"[['Andrew Sipes', 'Director'], ['Charlie Fletcher', 'Screenwriter'], ['Mark Mancina', 'Composer']]","$4,946,332 (43.0% of total gross)",2.32 (domestic box office/biggest weekend),44.1% (domestic box office/worldwide),"1,949 opening theaters/1,949 max. theaters, 3.0 weeks average run per theater","$24,226,782","$50,000,000 (worldwide box office is 0.5 times production budget)","November 3rd, 1995 (Wide) by Warner Bros.","R for intermittent strong violence, language and scene of sexuality",91 minutes,vs. Bangkok DangerousCreate your own comparison chart…,"Action Thriller, Lawyers, Police Detective, Set in Miami, KGB, Romance, Kidnap, Rescue, Organized Crime, Russian Mafia",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,,,,"March 30th, 1999 by Warner Home Video",,Silver Pictures,"$11,497,497","$14,600,000","$26,097,497",,
122,https://www.the-numbers.com/movie/Gold-Diggers-The-Secret-of-Bear-Mountain,"['Polly Draper', 'Brian Kerwin', 'Diana Scarwid', 'David Keith', 'Anna Chlumsky', 'Christina Ricci']","[['Kevin James Dobson', 'Director']]","$2,535,645 (44.6% of total gross)",2.24 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,297 opening theaters/1,301 max. theaters, 3.2 weeks average run per theater","$11,997,735",,"November 3rd, 1995 (Wide) by Universal","PG for mild language and thematic elements, including a child's exposure to domestic abuse",94 minutes,vs. CasperCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Kids Fiction,United States,,English,"March 4th, 1997 by Universal Home Entertainment",,,"$5,691,405",,,,
123,https://www.the-numbers.com/movie/Home-for-the-Holidays,"['Robert Downey, Jr.', 'Anne Bancroft', 'Dylan McDermott', 'Geraldine Chaplin', 'Steve Guttenberg', 'Claire Danes', 'Cynthia Stevenson', 'Charles Durning', 'Holly Hunter']","[['Jodie Foster', 'Director'], ['Peggy Rajski', 'Producer'], ['Jodie Foster', 'Producer'], ['W.D. Richter', 'Screenwriter'], ['Chris Radant', 'Story Creator'], ['Stuart Kleinman', 'Executive Producer'], ['Lajos Koltai', 'Director of Photography'], ['Andrew McAlpine', 'Production Designer'], ['Lynzee Klingman', 'Editor'], ['Susan Lyall', 'Costume Designer'], ['Mark Isham', 'Composer'], ['Dawn Soler', 'Music Supervisor']]","$4,007,717 (22.9% of total gross)",4.36 (domestic box office/biggest weekend),79.0% (domestic box office/worldwide),"1,000 opening theaters/1,000 max. theaters, 7.2 weeks average run per theater","$36,819,219","$20,000,000 (worldwide box office is 1.1 times production budget)","November 3rd, 1995 (Wide) by Paramount Pictures","PG-13 for thematic material, language and brief drug use",104 minutes,vs. Top FiveCreate your own comparison chart…,"Family Comedy, Thanksgiving, Dysfunctional Family, Single Parent, Fired, LGBTQ+",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,,English,"August 19th, 1997 by Polygram USA Video",,An Egg Pictures Production,"$17,468,887","$4,650,382","$22,119,269",,
124,https://www.the-numbers.com/movie/Ace-Ventura-When-Nature-Calls,"['Ian McNeice', 'Simon Callow', 'Maynard Eziashi', 'Bob Gunton', 'Jim Carrey']","[['Steve Oedekerk', 'Director'], ['Steve Oedekerk', 'Screenwriter'], ['James G. Robinson', 'Producer'], ['Gary Barber', 'Executive Producer'], ['Donald E. Thorn', 'Director of Photography'], ['Stephen Lineweaver', 'Production Designer'], ['Malcolm Campbell', 'Editor'], ['Robert Folk', 'Composer']]","$37,804,076 (34.9% of total gross)",2.87 (domestic box office/biggest weekend),51.0% (domestic box office/worldwide),"2,652 opening theaters/2,705 max. theaters, 8.0 weeks average run per theater","$228,294,825","$30,000,000 (worldwide box office is 7.1 times production budget)","November 10th, 1995 (Wide) by Warner Bros.",PG-13 for crude humor,94 minutes,vs. Fantastic Beasts: The Crimes of GrindelwaldCreate your own comparison chart…,"Set in Africa, Private Investigator",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,English,"September 3rd, 2013 by Warner Home Video",Ace Ventura,"Morgan Creek Productions, Warner Bros.","$108,360,063","$104,039,937","$212,400,000",,
125,https://www.the-numbers.com/movie/American-President-The,[],"[['Rob Reiner', 'Director'], ['Aaron Sorkin', 'Screenwriter']]","$10,014,558 (16.7% of total gross)",5.99 (domestic box office/biggest weekend),55.7% (domestic box office/worldwide),"1,508 opening theaters/1,508 max. theaters, 10.2 weeks average run per theater","$143,852,056","$62,000,000 (worldwide box office is 1.7 times production budget)","November 17th, 1995 (Wide) by Sony Pictures",PG-13 for some strong language,,vs. Nine MonthsCreate your own comparison chart…,"Political, Romance",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,,English,"September 24th, 1996 by Castle Rock Video",,Castle Rock Entertainment,"$60,022,813","$47,800,000","$107,822,813",,
126,https://www.the-numbers.com/movie/Goldeneye,"['Sean Bean', 'Joe Don Baker', 'Pierce Brosnan', 'Izabella Scorupco', 'Famke Janssen']","[['Martin Campbell', 'Director'], ['Michael G. Wilson', 'Producer'], ['Barbara Broccoli', 'Producer'], ['Jeffrey Caine', 'Screenwriter'], ['Bruce Feirstein', 'Screenwriter'], ['Michael France', 'Story Creator'], ['Tom Pevsner', 'Executive Producer'], ['Peter Lamont', 'Production Designer'], ['Phil Meheux', 'Cinematographer'], ['Anthony Waye', 'Associate Producer'], ['Terry Rawlings', 'Associate Producer'], ['Eric Serra', 'Composer']]","$26,205,007 (24.6% of total gross)",4.06 (domestic box office/biggest weekend),29.9% (domestic box office/worldwide),"2,667 opening theaters/2,667 max. theaters, 8.7 weeks average run per theater","$223,932,941","$60,000,000 (worldwide box office is 5.9 times production budget)","November 17th, 1995 (Wide) by MGM",PG-13 for a number of sequences of action/violence and for some sexuality,130 minutes,vs. Die Another DayCreate your own comparison chart…,Secret Agent,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,"December 22nd, 1995 (Wide) (Australia)
July 3rd, 2015 (Wide), released as GoldenEye (United Kingdom)
October 29th, 2020 (Wide) (New Zealand)
",English,"February 6th, 2007 by MGM Video, released as Goldeneye (2007 re-release)",James Bond,,"$106,429,941","$249,999,992","$356,429,933",,
