,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Total Est. Domestic Video Sales,Est. Domestic Blu-ray Sales
27,https://www.the-numbers.com/movie/Jodhaa-Akbar,[],"[['Ashutosh Gowariker', 'Director']]","$1,250,000 (36.3% of total gross)",2.76 (domestic box office/biggest weekend),12.0% (domestic box office/worldwide),,"100 opening theaters/100 max. theaters, 4.5 weeks average run per theater","$4,399,335","February 14th, 2008 (Limited) by UTV Communications","October 1st, 2018 by Netflix",Not Rated,213 minutes,Create your own comparison chart…,Foreign Language,Based on Real Life Events,Drama,Live Action,Dramatization,,India,Hindi,,,"$3,444,629","$25,150,000","$28,594,629",,,
28,https://www.the-numbers.com/movie/Jumper,['Hayden Christensen'],"[['Doug Liman', 'Director'], ['David S. Goyer', 'Screenwriter'], ['Jim Uhls', 'Screenwriter'], ['Steven Gould', 'Based on the Novel by'], ['Arnon Milchan', 'Producer'], ['Lucas Foster', 'Producer'], ['Jay Sanders', 'Producer'], ['Simon Kinberg', 'Producer'], ['Stacy Maes', 'Executive Producer'], ['Kim H. Winther', 'Executive Producer'], ['Vince Gerardis', 'Executive Producer'], ['Ralph M. Vicinanza', 'Executive Producer'], ['Joe Hartwick Jr', 'Co-Producer'], ['Saar Klein', 'Editor'], ['John Powell', 'Composer']]","$27,354,808 (34.1% of total gross)",2.93 (domestic box office/biggest weekend),36.0% (domestic box office/worldwide),"$82,500,000 (worldwide box office is 2.7 times production budget)","3,428 opening theaters/3,430 max. theaters, 5.0 weeks average run per theater","$102,392,541","February 14th, 2008 (Wide) by 20th Century Fox","June 10th, 2008 by Fox Home Entertainment","PG-13 for sequences of intense action violence, some language and brief sexuality",88 minutes,vs. TimelineCreate your own comparison chart…,"Mutants, Visual Effects",Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction,"Regency Enterprises, New Regency, Hypnotic",United States,English,,Jumper,"$80,172,128","$142,468,684","$222,640,812","$34,636,502","$34,636,502",
29,https://www.the-numbers.com/movie/Spiderwick-Chronicles-The,"['Mary-Louise Parker', 'Nick Nolte', 'Joan Plowright', 'David Strathairn', 'Seth Rogen', 'Martin Short', 'Freddie Highmore']","[['Mark Waters', 'Director'], ['David Berenbaum', 'Screenwriter'], ['Karey Kirkpatrick', 'Screenwriter'], ['John Sayles', 'Screenwriter'], ['Tony DiTerlizzi', 'Story Creator'], ['Holly Black', 'Story Creator'], ['Mark Canton', 'Producer'], ['Larry Franco', 'Producer'], ['Ellen Goldsmith-Vein', 'Producer'], ['Karey Kirkpatrick', 'Producer'], ['Julia Pistor', 'Executive Producer'], ['Tony DiTerlizzi', 'Executive Producer'], ['Holly Black', 'Executive Producer'], ['Caleb Deschanel', 'Director of Photography'], ['James D. Bissell', 'Production Designer'], ['Michael Kahn', 'Editor'], ['Joanna Johnston', 'Costume Designer'], ['James Horner', 'Composer'], ['Tippett Studio', 'Visual Effects Designer']]","$19,004,058 (26.7% of total gross)",3.75 (domestic box office/biggest weekend),43.7% (domestic box office/worldwide),"$92,500,000 (worldwide box office is 1.8 times production budget)","3,847 opening theaters/3,847 max. theaters, 5.4 weeks average run per theater","$90,927,391","February 14th, 2008 (Wide) by Paramount PicturesJune 24th, 2008 (IMAX) by Paramount Pictures","June 24th, 2008 by Paramount Home Video, released as Spiderwick Chronicles, The","PG for scary creature action and violence, peril and some thematic elements",96 minutes,vs. CloverfieldCreate your own comparison chart…,"Secret Magic, Talking Animals, Sword & Sorcerer, IMAX: DMR",Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy,"The Kennedy/Marshall Company, Mark Canton",United States,English,,,"$71,195,053","$91,644,614","$162,839,667","$28,318,052","$28,318,052",
30,https://www.the-numbers.com/movie/Step-Up-2-the-Streets,"['Briana Evigan', 'Robert Hoffman']","[['Jon M. Chu', 'Director'], ['Toni Ann Johnson', 'Screenwriter'], ['Karen Barna', 'Screenwriter'], ['Duane Adler', 'Character Creator'], ['Patrick Wachsberger', 'Producer'], ['Erik Feig', 'Producer'], ['Adam Shankman', 'Producer'], ['Jennifer Gibgot', 'Producer'], ['Bob Hayward', 'Executive Producer'], ['David Nicksay', 'Executive Producer'], ['Anne Fletcher', 'Executive Producer'], ['Meredith Milton', 'Executive Producer'], ['Devorah Herbert', 'Production Designer'], ['Andrew Marcus', 'Editor'], ['Nicholas Erasmus', 'Editor'], ['Aaron Zigman', 'Composer'], ['Max Malkin', 'Director of Photography']]","$18,908,826 (32.6% of total gross)",3.07 (domestic box office/biggest weekend),39.0% (domestic box office/worldwide),"$17,500,000 (worldwide box office is 8.5 times production budget)","2,470 opening theaters/2,528 max. theaters, 5.2 weeks average run per theater","$74,097,919","February 14th, 2008 (Wide) by Walt Disney","July 15th, 2008 by Walt Disney Home Entertainment, released as Step Up 2: The Streets","PG-13 for language, some suggestive material and brief violence.",98 minutes,vs. Step UpCreate your own comparison chart…,"Dancing, Sports Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,Summit Entertainment,United States,English,,Step Up,"$58,017,783","$90,569,127","$148,586,910","$25,180,967","$25,180,967",
31,https://www.the-numbers.com/movie/Diary-of-the-Dead,[],"[['George A. Romero', 'Director'], ['George A. Romero', 'Screenwriter']]","$232,576 (24.4% of total gross)",4.10 (domestic box office/biggest weekend),17.7% (domestic box office/worldwide),"$2,750,000 (worldwide box office is 2.0 times production budget)","42 opening theaters/48 max. theaters, 9.4 weeks average run per theater","$1,216,639","February 15th, 2008 (Limited) by Weinstein Co.","May 20th, 2008 by Weinstein Co./Genius, released as George A. Romero's Diary of the Dead","R for strong horror violence and gore, and pervasive language.",,vs. Munger RoadCreate your own comparison chart…,"Zombies, Gratuitous Cameos",Original Screenplay,Horror,Live Action,Fantasy,,United States,English,,George A. Romero's Dead Series,"$952,620","$4,441,827","$5,394,447","$4,963,897","$4,963,897",
32,https://www.the-numbers.com/movie/Dolphins-and-Whales-Tribes-of-the-Ocean-3D,[],[],"$41,695 (0.5% of total gross)",53.70 (domestic box office/biggest weekend),44.7% (domestic box office/worldwide),"$6,000,000 (worldwide box office is 2.9 times production budget)","4 opening theaters/15 max. theaters, 64.1 weeks average run per theater","$9,690,893","February 15th, 2008 (IMAX) by 3D Entertainment","June 7th, 2011 by Universal Home Entertainment",Not Rated,42 minutes,vs. SamsaraCreate your own comparison chart…,3-D,Based on Real Life Events,Documentary,Live Action,Factual,"3D Entertainment Films, McKinney Underwater Productions","Bahamas, United Kingdom",English,,,"$7,714,996","$9,537,291","$17,252,287",,,
33,https://www.the-numbers.com/movie/Be-Kind-Rewind,[],"[['Michel Gondry', 'Director'], ['Michel Gondry', 'Screenwriter'], ['Michel Gondry', 'Producer'], ['Julie Fong', 'Producer'], ['Georges Bermann', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Guy Stodel', 'Executive Producer']]","$4,050,655 (36.2% of total gross)",2.76 (domestic box office/biggest weekend),36.2% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 1.5 times production budget)","808 opening theaters/810 max. theaters, 4.4 weeks average run per theater","$14,272,463","February 22nd, 2008 (Wide) by New Line","June 17th, 2008 by Turner Home Entertainment",PG-13 for some sexual references,98 minutes,vs. The Curse of the Jade ScorpionCreate your own comparison chart…,"Movie Business, Buddy Comedy, Money Troubles, Amateur Filmmakers",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"New Line Cinema, Partizan Films","France, United Kingdom, United States",English,,,"$11,175,164","$19,719,083","$30,894,247","$5,580,638","$5,580,638",
34,https://www.the-numbers.com/movie/Charlie-Bartlett,"['Anton Yelchin', 'Hope Davis', 'Kat Dennings', 'Robert Downey, Jr.']","[['Jon Poll', 'Director'], ['Gustin Nash', 'Screenwriter'], ['David Permut', 'Producer'], ['Barron Kidd', 'Producer'], ['Jay Roach', 'Producer'], ['Sidney Kimmel', 'Producer'], ['William Horberg', 'Executive Producer'], ['Jennifer Perini', 'Executive Producer'], ['Trish Hofmann', 'Executive Producer'], ['Bruce Toll', 'Executive Producer'], ['Steve Longi', 'Co-Producer'], ['Gustin Nash', 'Co-Producer'], ['Paul Sarossy', 'Director of Photography'], ['Tamara Deverell', 'Production Designer'], ['Alan Baumgarten', 'Editor'], ['Luis Sequeira', 'Costume Designer'], ['Dave Jordan', 'Music Supervisor'], ['Jojo Villanueva', 'Music Supervisor'], ['David Ruben', 'Casting'], ['Richard Hicks', 'Casting']]","$1,836,256 (46.5% of total gross)",2.15 (domestic box office/biggest weekend),74.6% (domestic box office/worldwide),"$12,000,000 (worldwide box office is 0.4 times production budget)","1,122 opening theaters/1,122 max. theaters, 2.5 weeks average run per theater","$5,045,151","February 22nd, 2008 (Wide) by MGM",,"R for language, drug content and brief nudity",97 minutes,vs. Seven PsychopathsCreate your own comparison chart…,"New Guy/Girl in School, Mental Illness, Boarding School, Coming of Age",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures, Sidney Kimmel Entertainment, Everyman Pictures, Texon Entertainment, Permut Presentations",United States,English,,,"$3,950,294","$1,345,615","$5,295,909",,,
35,https://www.the-numbers.com/movie/Falscher-Die,"['Karl Markovics', 'August Diehl']","[['Stefan Ruzowitzky', 'Director'], ['Stefan Ruzowitzky', 'Screenwriter'], ['Adolf Burger', 'Story Creator']]","$87,514 (1.6% of total gross)",11.05 (domestic box office/biggest weekend),27.2% (domestic box office/worldwide),"$6,250,000 (worldwide box office is 3.2 times production budget)","8 opening theaters/170 max. theaters, 10.4 weeks average run per theater","$7,009,777","February 22nd, 2008 (Exclusive) by Sony Pictures Classics, released as The Counterfeiters","August 5th, 2008 by Sony Pictures Home Entertainment, released as Counterfeiters, The","R for some strong violence, brief sexuality/nudity and language.",98 minutes,vs. Das BootCreate your own comparison chart…,"World War II, War Drama, Forgery, Nazi, 1940s, Autobiographical, Biography",Based on Real Life Events,Drama,Live Action,Dramatization,,"Austria, Germany","English, German, Hebrew, Russian",,,"$5,488,570","$14,711,093","$20,199,663",,,
36,https://www.the-numbers.com/movie/Vantage-Point,"['Dennis Quaid', 'Matthew Fox', 'Forest Whitaker', 'Sigourney Weaver', 'William Hurt']","[['Pete Travis', 'Director'], ['Barry L. Levy', 'Screenwriter'], ['Neal H. Moritz', 'Producer'], ['Tania Landau', 'Executive Producer'], ['Ricardo Del Rio Galnares', 'Co-Producer']]","$22,874,936 (31.7% of total gross)",3.16 (domestic box office/biggest weekend),47.9% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 3.8 times production budget)","3,149 opening theaters/3,163 max. theaters, 5.7 weeks average run per theater","$92,295,546","February 22nd, 2008 (Wide) by Sony Pictures","July 1st, 2008 by Sony Pictures Home Entertainment","PG-13 for sequences of intense violence and action, some disturbing images and brief strong language.",89 minutes,vs. In the Valley of ElahCreate your own comparison chart…,"Hitmen, Political, Political Thriller, Non-Chronological, Terrorism, Kidnap",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Columbia Pictures, Relativity Media, Original Film",United States,English,,,"$72,266,306","$78,620,023","$150,886,329","$25,377,850","$25,377,850",
37,https://www.the-numbers.com/movie/Witless-Protection,[],"[['Charles Robert Carner', 'Director'], ['Charles Robert Carner', 'Screenwriter'], ['Charles Robert Carner', 'Story Creator'], ['Alan C. Blomquist', 'Story Creator']]","$2,116,692 (51.0% of total gross)",1.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$7,500,000 (worldwide box office is 0.6 times production budget)","1,333 opening theaters/1,354 max. theaters, 2.5 weeks average run per theater","$5,302,553","February 22nd, 2008 (Wide) by Lionsgate","June 10th, 2008 by Lionsgate Home Entertainment",PG-13 for crude and sex-related humor,97 minutes,vs. Soul FoodCreate your own comparison chart…,"Corrupt Cops, Mafia, Crime Comedy, Famously Bad, FBI, Witness Tampering",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Lionsgate, Parallel Films, Shaler Entertainment, Samwilla",United States,English,,,"$4,151,836",,,"$15,086,150","$15,086,150",
38,https://www.the-numbers.com/movie/Contre-Enquete,['Jean Dujardin'],[],"$6,182 (52.2% of total gross)",1.92 (domestic box office/biggest weekend),0.2% (domestic box office/worldwide),,"3 opening theaters/3 max. theaters, 2.0 weeks average run per theater","$15,121","February 29th, 2008 (Wide) (Canada)
",,Not Rated,85 minutes,Create your own comparison chart…,Crime,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,France,French,"February 29th, 2008 (Wide) (Canada)
",,"$11,846","$6,260,708","$6,272,554",,,
39,https://www.the-numbers.com/movie/Other-Boleyn-Girl-The,"['Kristin Scott Thomas', 'Mark Rylance', 'David Morrissey', 'Natalie Portman', 'Scarlett Johansson', 'Eric Bana']","[['Justin Chadwick', 'Director'], ['Peter Morgan', 'Screenwriter']]","$8,203,061 (30.6% of total gross)",3.27 (domestic box office/biggest weekend),34.3% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 2.0 times production budget)","1,166 opening theaters/1,212 max. theaters, 5.9 weeks average run per theater","$34,246,951","February 29th, 2008 (Wide) by Sony Pictures","June 10th, 2008 by Sony Pictures Home Entertainment, released as Other Boleyn Girl, The","PG-13 for mature thematic elements, sexual content and some violent images",115 minutes,vs. The Nanny DiariesCreate your own comparison chart…,"Royalty, Historical Drama, 1500s, Troubled Pregnancy or Miscarriage, Pregnant Women, Infidelity, Relationships Gone Wrong, Religious, Dysfunctional Family",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Universal Pictures International, Columbia Pictures, BBC Films, Relativity Media, Ruby Films, Scott Rudin Productions",United Kingdom,English,,,"$26,814,957","$51,455,013","$78,269,970","$9,903,935","$9,903,935",
40,https://www.the-numbers.com/movie/Penelope,[],"[['Mark Palansky', 'Director'], ['Leslie Caveny', 'Screenwriter']]","$3,802,144 (38.0% of total gross)",2.63 (domestic box office/biggest weekend),46.8% (domestic box office/worldwide),,"1,196 opening theaters/1,207 max. theaters, 3.8 weeks average run per theater","$12,786,905","February 29th, 2008 (Wide) by Summit Entertainment","July 15th, 2008 by Summit Home Video","PG for thematic elements, some innuendo and language",90 minutes,vs. Fly Me To the MoonCreate your own comparison chart…,"Romantic Comedy, Romance, Birth Defects, Curses, Paparazzi",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Summit Entertainment, Stone Village, Type A Films, Tatira, Grosvenor Park",United States,English,,,"$10,011,996","$11,363,170","$21,375,166","$10,607,617","$10,607,617",
41,https://www.the-numbers.com/movie/Semi-Pro,"['Maura Tierney', 'Will Arnett', 'David Koechner', 'Will Ferrell', 'Woody Harrelson', 'Andre Benjamin']","[['Kent Alterman', 'Director'], ['Scot Armstrong', 'Screenwriter'], ['Jimmy Miller', 'Producer'], ['Lauren Shuler Donner', 'Executive Producer'], ['Michael Aguilar', 'Executive Producer'], ['Toby Emmerich', 'Executive Producer'], ['Cale Boyter', 'Executive Producer'], ['Kent Alterman', 'Executive Producer'], ['David Householter', 'Executive Producer'], ['Shane Hurlbut', 'Director of Photography'], ['Clayton Hartley', 'Production Designer'], ['Debra Neil-Fisher', 'Editor'], ['Peter Teschner', 'Editor'], ['Susan Matheson', 'Costume Designer'], ['Theodore Shapiro', 'Composer']]","$15,075,114 (45.0% of total gross)",2.22 (domestic box office/biggest weekend),76.1% (domestic box office/worldwide),"$55,000,000 (worldwide box office is 0.8 times production budget)","3,121 opening theaters/3,121 max. theaters, 3.4 weeks average run per theater","$42,758,894","February 29th, 2008 (Wide) by New Line","June 3rd, 2008 by New Line Home Video",R for language and some sexual content.,91 minutes,vs. Get HardCreate your own comparison chart…,"Basketball, Slobs vs. Snobs, Sports Comedy, Underdog, 1970s, Singers, Songwriter, Plagiarism, Heaven and Hell",Original Screenplay,Comedy,Live Action,Historical Fiction,Mosaic Media,United States,English,,,"$33,479,698","$10,500,665","$43,980,363","$21,660,031","$21,660,031",
