,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Franchise:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
28,https://www.the-numbers.com/movie/Robots,"['Jim Broadbent', 'Jennifer Coolidge', 'Stanley Tucci', 'Dianne Wiest', 'Paul Giamatti', 'Natasha Lyonne', 'Ewan McGregor', 'Halle Berry', 'Robin Williams', 'Greg Kinnear', 'Mel Brooks', 'Drew Carey', 'Amanda Bynes']","[['Carlos Saldanha', 'Director'], ['Chris Wedge', 'Co-Director'], ['David Lindsay-Abaire', 'Screenwriter'], ['Lowell Ganz', 'Screenwriter'], ['Babaloo Mandel', 'Screenwriter'], ['Ron Mita', 'Story Creator'], ['Jim McClain', 'Story Creator'], ['David Lindsay-Abaire', 'Story Creator'], ['Jerry Davis', 'Producer'], ['John C. Donkin', 'Producer'], ['William Joyce', 'Producer'], ['Christopher Meledandri', 'Executive Producer']]","$36,045,301 (28.1% of total gross)",3.56 (domestic box office/biggest weekend),49.2% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 3.3 times production budget)","3,776 opening theaters/3,776 max. theaters, 7.4 weeks average run per theater","$183,400,009","March 11th, 2005 (Wide) by 20th Century FoxMarch 11th, 2005 (IMAX) by Walt Disney","March 18th, 2005 (Wide) (Australia)
","September 27th, 2005 by Fox Home Entertainment",PG for some brief language and suggestive humor.,90 minutes,vs. Meet the RobinsonsCreate your own comparison chart…,"Robot, IMAX: DMR",Original Screenplay,Adventure,Digital Animation,Kids Fiction,United States,English,,"20th Century Fox Animation, Blue Sky Studios","$128,200,012","$132,436,259","$260,636,271",,,
29,https://www.the-numbers.com/movie/Upside-of-Anger-The,[],"[['Mike Binder', 'Director'], ['Jack Binder', 'Producer'], ['Mike Binder', 'Screenwriter']]","$211,559 (1.1% of total gross)",4.66 (domestic box office/biggest weekend),64.9% (domestic box office/worldwide),"$12,000,000 (worldwide box office is 2.4 times production budget)","9 opening theaters/1,166 max. theaters, 5.8 weeks average run per theater","$26,840,471","March 11th, 2005 (Limited) by New Line","May 13th, 2005 (Wide), released as The Upside Of Anger (Australia)
",,"R for language, sexual situations, brief comic violence and some drug use.",117 minutes,vs. Welcome to the RileysCreate your own comparison chart…,"Radio Industry, Former Professional Athlete, Accidental Death, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, Surprise Twist, Romance, Dysfunctional Family, Comedy Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,,"$18,761,993","$10,153,768","$28,915,761",,,
30,https://www.the-numbers.com/movie/Darkness-The,"['Lucy Fry', 'David Mazouz', 'Ming-Na Wen', 'Paul Reiser', 'Kevin Bacon', 'Radha Mitchell']","[['Greg McLean', 'Director'], ['Greg McLean', 'Screenwriter'], ['Shayne Armstrong', 'Screenwriter'], ['S.P. Krause*', 'Screenwriter'], ['Jason Blum', 'Producer'], ['Bianca Martino', 'Producer'], ['Matt Kaplan', 'Producer'], ['Greg McLean', 'Executive Producer'], ['Couper Samuelson', 'Executive Producer'], ['Jeanette Volturno-Brill', 'Executive Producer'], ['Toby Oliver', 'Director of Photography'], ['Melanie Paizes-Jones', 'Production Designer'], ['Sean Lahiff', 'Editor'], ['Tim Alverson', 'Editor'], ['Johnny Klimek', 'Composer'], ['Nicola Dunn', 'Costume Designer'], ['Terri Taylor', 'Casting Director']]","$4,950,859 (46.0% of total gross)",2.17 (domestic box office/biggest weekend),98.6% (domestic box office/worldwide),"$4,000,000 (worldwide box office is 2.7 times production budget)","1,755 opening theaters/1,769 max. theaters, 2.8 weeks average run per theater","$12,991,304","May 13th, 2016 (Wide) by High Top Releasing","March 18th, 2005 (Wide) (Australia)
May 13th, 2016 (Wide) (United Kingdom)
","September 6th, 2016 by Universal Home Entertainment","PG-13 for thematic elements, some disturbing violence, brief sensuality and language.(Rating bulletin 2417 (Cert #50210), 3/23/2016)",92 minutes,vs. MorganCreate your own comparison chart…,"Family Vacations, Set in Grand Canyon, Haunting, Native Americans, Supernatural Horror, Supernatural, Demons, Native American Folklore",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,,"Blumhouse, BH Tilt, Emu Creek Pictures","$10,753,574","$150,921","$10,904,495","$393,527","$76,820","$470,347"
31,https://www.the-numbers.com/movie/Ice-Princess,"['Hayden Panettiere', 'Michelle Trachtenberg']","[['Tim Fywell', 'Director'], ['Hadley Davis', 'Screenwriter'], ['Christophe Beck', 'Composer']]","$6,807,471 (27.9% of total gross)",3.58 (domestic box office/biggest weekend),94.7% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 1.0 times production budget)","2,501 opening theaters/2,501 max. theaters, 4.6 weeks average run per theater","$34,879,379","March 18th, 2005 (Wide) by Walt Disney",,"July 19th, 2005 by Walt Disney Home Entertainment",G,98 minutes,vs. The SitterCreate your own comparison chart…,"Romance, Underdog, Tween, Winter Sports, Figure Skating, Comedy Drama",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,,"$24,381,334","$1,351,000","$25,732,334",,,
32,https://www.the-numbers.com/movie/Melinda-and-Melinda,"['Chiwetel Ejiofor', 'Will Ferrell', 'Jonny Lee Miller', 'Radha Mitchell', 'Amanda Peet', 'Chloë Sevigny', 'Wallace Shawn']","[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter'], ['Letty Aronson', 'Producer'], ['Stephen Tenenbaum', 'Executive Producer'], ['Santo Loquasto', 'Production Designer'], ['Alisa Lepselter', 'Editor'], ['Vilmos Zsigmond', 'Director of Photography']]","$74,238 (1.9% of total gross)",5.17 (domestic box office/biggest weekend),19.3% (domestic box office/worldwide),,"1 opening theaters/297 max. theaters, 4.8 weeks average run per theater","$5,473,784","March 18th, 2005 (Wide) by Fox Searchlight","May 27th, 2005 (Wide), released as Melinda And Melinda (Australia)
",,"PG-13 for adult situations involving sexuality, and some substance material.",99 minutes,vs. BewitchedCreate your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,Gravier Productions,"$3,826,280","$16,000,000","$19,826,280",,,
33,https://www.the-numbers.com/movie/Ring-Two-The-(2005),"['Naomi Watts', 'Simon Baker', 'David Dorfman', 'Elizabeth Perkins', 'Sissy Spacek', 'Daveigh Chase']","[['Hideo Nakata', 'Director'], ['Ehren Kruger', 'Screenwriter'], ['Koji Suzuki', 'Story Creator'], ['Walter F. Parkes', 'Producer'], ['Laurie MacDonald', 'Producer'], ['Mike Macari', 'Executive Producer'], ['Roy Lee', 'Executive Producer'], ['Neil Machlis', 'Executive Producer'], ['Michele Weisler', 'Executive Producer'], ['Jim Bissell', 'Production Designer'], ['Michael N. Knue', 'Editor'], ['Henning Lohner', 'Composer'], ['Martin Tillman', 'Composer'], ['Gabriel Beristain', 'Director of Photography']]","$35,065,237 (46.2% of total gross)",2.17 (domestic box office/biggest weekend),46.9% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 3.2 times production budget)","3,332 opening theaters/3,341 max. theaters, 4.7 weeks average run per theater","$108,640,502","March 18th, 2005 (Wide) by Dreamworks SKG","March 25th, 2005 (Wide), released as The Ring 2 (Australia)
","August 23rd, 2005 by Dreamworks Video, released as The Ring 2","PG-13 for violence/terror, disturbing images, thematic elements and some language.",109 minutes,vs. RingsCreate your own comparison chart…,"Supernatural, Supernatural Horror",Remake,Horror,Live Action,Contemporary Fiction,United States,English,Ring,Parkes+Macdonald Productions,"$75,941,727","$86,000,000","$161,941,727",,,
34,https://www.the-numbers.com/movie/Miss-Congeniality-2-Armed-and-Fabulous,[],"[['John Pasquin', 'Director'], ['Marc Lawrence', 'Screenwriter'], ['Sandra Bullock', 'Producer'], ['Marc Lawrence', 'Producer'], ['Bruce Berman', 'Executive Producer']]","$14,043,215 (29.0% of total gross)",3.45 (domestic box office/biggest weekend),47.9% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 1.7 times production budget)","3,233 opening theaters/3,233 max. theaters, 5.3 weeks average run per theater","$69,351,527","March 24th, 2005 (Wide) by Warner Bros.","March 25th, 2005 (Wide), released as Miss Congeniality 2: Armed And Fabulous (Australia)
","June 21st, 2005 by Warner Home Video",PG-13 for sex-related humor.,115 minutes,vs. Couples RetreatCreate your own comparison chart…,"Undercover, Action Comedy, Police Detective, Kidnap, Rescue, FBI, Relationships Gone Wrong",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,Miss Congeniality,,"$48,478,006","$52,814,337","$101,292,343",,,
35,https://www.the-numbers.com/movie/Guess-Who,"['Zoe Saldana', 'Judith Scott', 'Bernie Mac', 'Ashton Kutcher']","[['Kevin Rodney Sullivan', 'Director']]","$20,671,446 (30.0% of total gross)",3.33 (domestic box office/biggest weekend),67.5% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 2.9 times production budget)","3,147 opening theaters/3,147 max. theaters, 5.9 weeks average run per theater","$98,589,494","March 25th, 2005 (Wide) by Sony Pictures","April 8th, 2005 (Wide) (Australia)
","August 2nd, 2005 by Sony Pictures Home Entertainment",PG-13 for sex-related humor.,105 minutes,vs. RobotsCreate your own comparison chart…,"In-Laws / Future In-Laws, Interracial Romance, Romance, Dysfunctional Family, Relationships Gone Wrong, Farcical / Slapstick Comedy",Remake,Comedy,Live Action,Contemporary Fiction,United States,English,,"Regency Enterprises, 3 Arts Entertainment, Tall Trees, Katalyst Films","$68,915,888","$33,200,000","$102,115,888",,,
36,https://www.the-numbers.com/movie/Ladies-in-Lavender,"['Maggie Smith', 'Judi Dench']","[['Charles Dance', 'Director'], ['Charles Dance', 'Screenwriter']]","$149,224 (2.2% of total gross)",16.01 (domestic box office/biggest weekend),35.3% (domestic box office/worldwide),,"22 opening theaters/119 max. theaters, 16.6 weeks average run per theater","$9,669,875","April 29th, 2005 (Limited) by IDP/Goldwyn/Roadside","March 25th, 2005 (Wide), released as Ladies In Lavender (Australia)
",,PG-13 for brief strong language,103 minutes,Create your own comparison chart…,"Historical Drama, 1930s, Actors Making Their Directorial Debut, Autumn Years, Romance, Musicians, Love Triangle, Sibling Rivalry, Unrequited Love",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United Kingdom,"English, French, German, Polish",,"Tale Partnerships, Scala Productions, UK Film Council, Baker Street, Paradigm Hyde Films, Future Films","$6,759,422","$12,408,873","$19,168,295",,,
37,https://www.the-numbers.com/movie/Beauty-Shop,"['Alicia Silverstone', 'Andie MacDowell', 'Alfre Woodard', 'Mena Suvari', 'Kevin Bacon', 'Djimon Hounsou', 'Queen Latifah']","[['Bille Woodruff', 'Director'], ['Christopher Young', 'Composer'], ['Ice Cube', 'Executive Producer']]","$12,801,465 (35.2% of total gross)",2.84 (domestic box office/biggest weekend),94.8% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 1.5 times production budget)","2,659 opening theaters/2,659 max. theaters, 4.1 weeks average run per theater","$52,003,409","March 30th, 2005 (Wide) by MGM","June 3rd, 2005 (Wide) (Australia)
","August 1st, 2005 by MGM Video","PG-13 for sexual material, language and brief drug references.",105 minutes,vs. Father FiguresCreate your own comparison chart…,"Beauty Industry, African Americans, Buddy Comedy",Spin-Off,Comedy,Live Action,Contemporary Fiction,United States,English,,,"$36,351,350","$2,000,000","$38,351,350",,,
38,https://www.the-numbers.com/movie/Sin-City,"['Brittany Murphy', 'Elijah Wood', 'Jessica Alba', 'Benicio del Toro', 'Mickey Rourke', 'Bruce Willis', 'Clive Owen', 'Rosario Dawson']","[['Frank Miller', 'Director'], ['Robert Rodriguez', 'Director'], ['Frank Miller', 'Story Creator'], ['Elizabeth Avellan', 'Producer'], ['Robert Rodriguez', 'Producer'], ['Frank Miller', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Robert Rodriguez', 'Editor'], ['Robert Rodriguez', 'Composer'], ['John Debney', 'Composer'], ['Graeme Revell', 'Composer'], ['Robert Rodriguez', 'Director of Photography']]","$29,120,273 (39.3% of total gross)",2.54 (domestic box office/biggest weekend),46.7% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 4.0 times production budget)","3,230 opening theaters/3,230 max. theaters, 4.9 weeks average run per theater","$106,011,234","April 1st, 2005 (Wide) by Miramax/Dimension","July 15th, 2005 (Wide) (Australia)
","August 16th, 2005 by Miramax Video","R for sustained strong stylized violence, nudity and sexual content including dialogue",124 minutes,vs. Total RecallCreate your own comparison chart…,"Dark Horse Comics, Segments, Visual Effects, Film Noir, Voiceover/Narration, Cannibalism, Tortured for Information, Intentionally Anachronistic, Crime Thriller",Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,Fantasy,United States,English,Sin City,Troublemaker Studios,"$74,103,820","$84,424,098","$158,527,918",,,
39,https://www.the-numbers.com/movie/Fever-Pitch-(2005),['Drew Barrymore'],"[['Alan Greenspan', 'Producer'], ['Amanda Posey', 'Producer'], ['Gil Netter', 'Producer'], ['Drew Barrymore', 'Producer'], ['Nancy Juvonen', 'Producer'], ['Bradley Thomas', 'Producer'], ['Nick Hornby', 'Executive Producer'], ['David Evans', 'Executive Producer'], ['Mark S. Fischer', 'Executive Producer'], ['Gwenn Gage Stroman', 'Co-Producer'], ['Peter Farrelly', 'Director'], ['Bobby Farrelly', 'Director'], ['Lowell Ganz', 'Screenwriter'], ['Babaloo Mandel', 'Screenwriter'], ['Nick Hornby', 'Story Creator']]","$12,400,125 (29.5% of total gross)",3.39 (domestic box office/biggest weekend),84.0% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 1.3 times production budget)","3,267 opening theaters/3,275 max. theaters, 4.8 weeks average run per theater","$60,185,910","April 8th, 2005 (Wide) by 20th Century Fox",,"September 13th, 2005 by Fox Home Entertainment","PG-13 for crude and sexual humor, and some sensuality",,vs. Horrible Bosses 2Create your own comparison chart…,"Romance, Baseball, Remake, Romantic Comedy, Relationships Gone Wrong, Workaholic",Remake,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,,,"$42,071,069","$8,000,000","$50,071,069",,,
40,https://www.the-numbers.com/movie/Ils-se-mariA-rent-et-eurent-beaucoup-d-enfants-(Happily-Ever-After),[],[],"$9,695 (3.8% of total gross)",10.23 (domestic box office/biggest weekend),4.1% (domestic box office/worldwide),,"1 opening theaters/8 max. theaters, 13.3 weeks average run per theater","$360,986","April 8th, 2005 (Limited) by Kino International, released as ...And They Lived Happily Ever After",,,Not Rated,,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,,France,"English, Filipino, Tagalog",,,"$252,341","$5,952,125","$6,204,466",,,
41,https://www.the-numbers.com/movie/Sahara,[],"[['Breck Eisner', 'Director'], ['Clint Mansell', 'Composer']]","$18,068,372 (26.3% of total gross)",3.80 (domestic box office/biggest weekend),56.5% (domestic box office/worldwide),"$145,000,000 (worldwide box office is 0.8 times production budget)","3,154 opening theaters/3,200 max. theaters, 6.2 weeks average run per theater","$98,240,484","April 8th, 2005 (Wide) by Paramount Pictures","April 8th, 2005 (Wide) (Australia)
","August 30th, 2005 by Paramount Home Video",PG-13 for action violence,124 minutes,vs. National TreasureCreate your own comparison chart…,Treasure Hunters,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,"Germany, Spain, United Kingdom, United States","Arabic, English, French",,"Paramount Pictures, Bristol Bay Productions, Baldwin Entertainment Group, J.K. Livin Productions, Kanzaman Prods","$68,671,925","$52,973,465","$121,645,390",,,
