,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Running Time:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office
23,https://www.the-numbers.com/movie/Bringing-Down-the-House,"['Eugene Levy', 'Jean Smart', 'Joan Plowright', 'Steve Martin', 'Queen Latifah']","[['Adam Shankman', 'Director'], ['Jason Filardi', 'Screenwriter'], ['David Hoberman', 'Producer'], ['Jane Bartelme', 'Executive Producer'], ['Queen Latifah', 'Executive Producer'], ['Todd Lieberman', 'Co-Producer']]","$31,101,026 (23.4% of total gross)",4.27 (domestic box office/biggest weekend),80.6% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 8.2 times production budget)","2,801 opening theaters/2,910 max. theaters, 8.8 weeks average run per theater","$201,763,420","March 7th, 2003 (Wide) by Walt Disney","May 30th, 2003 (Wide) (United Kingdom)
",,"PG-13 for language, sexual humor and drug material",,vs. Love the CoopersCreate your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,105 minutes,"Touchstone Pictures, Hyde Park Entertainment, David Hoberman, Ashok Amritraj","$132,675,402","$32,000,000","$164,675,402"
24,https://www.the-numbers.com/movie/Nowhere-in-Africa,"['Juliane Kohler', 'Merab Ninidze']","[['Caroline Link', 'Director'], ['Caroline Link', 'Screenwriter']]","$22,070 (0.4% of total gross)",17.50 (domestic box office/biggest weekend),94.0% (domestic box office/worldwide),"$6,500,000 (worldwide box office is 1.0 times production budget)","2 opening theaters/78 max. theaters, 18.1 weeks average run per theater","$9,388,200","March 7th, 2003 (Limited) by Zeitgeist","April 4th, 2003 (Wide) (United Kingdom)
","April 17th, 2012 by Zeitgeist Home",R for some sexual content,,vs. Wuthering HeightsCreate your own comparison chart…,"Voiceover/Narration, Biographical Drama, Biography, Autobiographical, Jewish, Refugee, 1930s, Set in Africa, Kenya, Life on a Farm, Culture Clash, Dysfunctional Family, World War II",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,,141 minutes,,"$6,173,485","$394,961","$6,568,446"
25,https://www.the-numbers.com/movie/Tears-of-the-Sun,['Bruce Willis'],"[['Antoine Fuqua', 'Director'], ['Alex Lasker', 'Screenwriter'], ['Patrick Cirillo', 'Screenwriter'], ['Michael Lobell', 'Producer'], ['Arnold Rifkin', 'Producer'], ['Ian Bryce', 'Producer'], ['Joe Roth', 'Executive Producer'], ['Naomi Shohan', 'Production Designer'], ['Conrad Buff', 'Editor'], ['Hans Zimmer', 'Composer'], ['Mauro Fiore', 'Director of Photography']]","$17,057,213 (39.1% of total gross)",2.56 (domestic box office/biggest weekend),51.0% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 1.1 times production budget)","2,973 opening theaters/2,973 max. theaters, 4.1 weeks average run per theater","$66,353,166","March 7th, 2003 (Wide) by Sony Pictures",,"June 10th, 2003 by Sony Pictures Home Entertainment","R for strong war violence, some brutality and language",,vs. TimelineCreate your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,109 minutes,Revolution Studios,"$43,632,458","$42,000,000","$85,632,458"
26,https://www.the-numbers.com/movie/Agent-Cody-Banks,"['Keith David', 'Cynthia Stevenson', 'Arnold Vosloo', 'Ian McShane', 'Frankie Muniz', 'Hilary Duff', 'Angie Harmon']","[['Harald Zwart', 'Director'], ['Ashley Edward Miller', 'Screenwriter'], ['Zack Stentz', 'Screenwriter'], ['Scott Alexander', 'Screenwriter'], ['Larry Karaszewski', 'Screenwriter'], ['Jeffrey Jurgensen', 'Story Creator'], ['Dylan Sellers', 'Producer'], ['David C. Glasser*', 'Producer'], ['Andreas Klein', 'Producer'], ['Guy Oseary', 'Producer'], ['David Nicksay', 'Producer'], ['Denis Crossan', 'Director of Photography'], ['Rusty Smith', 'Production Designer'], ['Jim Miller', 'Editor'], ['Suzanne McCabe', 'Costume Designer'], ['Julianne Jordan', 'Music Supervisor'], ['John Powell', 'Composer'], ['Madonna', 'Executive Producer'], ['Jason Alexander', 'Executive Producer'], ['Jennifer Birchfield-Eick', 'Executive Producer'], ['Kerry David', 'Executive Producer'], ['Danny Gold', 'Executive Producer'], ['Michael Jackman', 'Executive Producer'], ['Mark Morgan', 'Executive Producer'], ['Bob Yari', 'Executive Producer'], ['Robert Meyer Burnett', 'Co-Producer']]","$14,064,317 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),81.6% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 2.3 times production budget)","3,369 opening theaters/3,369 max. theaters, 5.8 weeks average run per theater","$72,303,176","March 14th, 2003 (Wide) by MGM","July 25th, 2003 (Wide) (United Kingdom)
",,"PG for action violence, mild language and some sensual content",Agent Cody Banks,vs. Big Fat LiarCreate your own comparison chart…,"Kid Spies, Undercover",Original Screenplay,Adventure,Live Action,Kids Fiction,"Canada, United States",English,102 minutes,Metro-Goldwyn-Mayer Pictures,"$47,545,060","$10,695,398","$58,240,458"
27,https://www.the-numbers.com/movie/Bugs,[],"[['Joseph Conti', 'Director']]",,73.24 (domestic box office/biggest weekend),65.4% (domestic box office/worldwide),,,"$28,006,776","March 14th, 2003 (IMAX) by SK Films, released as Bugs!","April 10th, 2003 (IMAX), released as Bugs in 3D (Australia)
",,Not Rated,,Create your own comparison chart…,"3-D, 3-D - Shot in 3-D",Based on Real Life Events,Documentary,Live Action,Factual,"Canada, United States",English,40 minutes,,"$19,084,280","$10,112,664","$29,196,944"
28,https://www.the-numbers.com/movie/Hunted-The-(2003),[],"[['William Friedkin', 'Director'], ['Brian Tyler', 'Composer']]","$13,482,638 (39.4% of total gross)",2.54 (domestic box office/biggest weekend),72.5% (domestic box office/worldwide),"$55,000,000 (worldwide box office is 0.9 times production budget)","2,516 opening theaters/2,517 max. theaters, 4.5 weeks average run per theater","$52,060,667","March 14th, 2003 (Wide) by Paramount Pictures","June 6th, 2003 (Limited) (United Kingdom)
","July 5th, 2022 by Paramount Home Entertainment",R for strong bloody violence and some language,,vs. Piglet's Big MovieCreate your own comparison chart…,"Action Thriller, Humans as Prey, FBI, Hitmen, Voiceover/Narration, PTSD, Mentor, Student vs. Teacher",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,,,"$34,234,008","$12,979,087","$47,213,095"
29,https://www.the-numbers.com/movie/Willard-(2003),"['R. Lee Ermey', 'Laura Harring', 'Crispin Glover']","[['Glen Morgan', 'Director'], ['Glen Morgan', 'Screenwriter'], ['James Wong', 'Producer'], ['Bill Carraro', 'Producer'], ['Toby Emmerich', 'Producer'], ['Glen Morgan', 'Producer'], ['Richard Brener', 'Producer'], ['Bill Carraro', 'Executive Producer'], ['Toby Emmerich', 'Executive Producer'], ['Richard Brener', 'Executive Producer']]","$4,010,593 (58.3% of total gross)",1.72 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.3 times production budget)","1,761 opening theaters/1,762 max. theaters, 2.4 weeks average run per theater","$10,466,711","March 14th, 2003 (Wide) by New Line",,"April 3rd, 2007 by New Line Home Video","PG-13 for terror/violence, some sexual content and language",,vs. Stay AliveCreate your own comparison chart…,"Psychological Horror, Dysfunctional Family, Young Child Dealing with the Death of a Parent, Suicide, Boss From Hell, Social Outcast, Animal Lead, Animals Gone Bad, Mental Hospital",Remake,Horror,Live Action,Contemporary Fiction,"Canada, United States",English,100 minutes,,"$6,882,696",,
30,https://www.the-numbers.com/movie/Boat-Trip,['Roger Moore'],"[['Mort Nathan', 'Director'], ['Mort Nathan', 'Screenwriter'], ['William Bigelow', 'Screenwriter']]","$3,815,075 (44.4% of total gross)",2.25 (domestic box office/biggest weekend),57.5% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 1.0 times production budget)","1,714 opening theaters/1,803 max. theaters, 2.5 weeks average run per theater","$13,057,548","March 21st, 2003 (Wide) by Artisan",,,"R for strong sexual content, language and some drug material",,vs. Post GradCreate your own comparison chart…,"Farcical / Slapstick Comedy, LGBTQ+, On a Boat, Romance, Mistaken for Gay, Famously Bad",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,94 minutes,,"$8,586,376","$6,347,337","$14,933,713"
31,https://www.the-numbers.com/movie/Dreamcatcher,"['Morgan Freeman', 'Thomas Jane', 'Jason Lee', 'Damian Lewis', 'Timothy Olyphant', 'Tom Sizemore', 'Donnie Wahlberg']","[['Lawrence Kasdan', 'Director'], ['Lawrence Kasdan', 'Screenwriter'], ['William Goldman', 'Screenwriter'], ['Stephen King', 'Story Creator'], ['Lawrence Kasdan', 'Producer'], ['Charles Okun', 'Producer'], ['Bruce Berman', 'Executive Producer'], ['John Seale', 'Director of Photography'], ['Jon Hutman', 'Production Designer'], ['Carol Littleton', 'Editor'], ['Raúl Dávalos', 'Editor'], ['Stephen P. Dunn', 'Co-Producer'], ['Casey Grant', 'Co-Producer'], ['Jon Hutman', 'Co-Producer'], ['James Newton Howard', 'Composer']]","$15,027,423 (44.6% of total gross)",2.24 (domestic box office/biggest weekend),44.5% (domestic box office/worldwide),"$68,000,000 (worldwide box office is 1.1 times production budget)","2,945 opening theaters/2,945 max. theaters, 3.7 weeks average run per theater","$51,226,178","March 21st, 2003 (Wide) by Warner Bros.","April 3rd, 2003 (Wide) (Australia)
April 25th, 2003 (Wide) (United Kingdom)
","September 30th, 2003 by Warner Home Video","R for violence, gore and language",,vs. Bicentennial ManCreate your own comparison chart…,"Rescue, Body Horror, Possessed, Alien Invasion, Friendly Alien on Earth",Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction,"Canada, United States",English,133 minutes,"Village Roadshow Productions, Castle Rock Entertainment","$33,685,268","$42,000,000","$75,685,268"
32,https://www.the-numbers.com/movie/Piglets-Big-Movie,[],"[['Francis Glebas', 'Director']]","$6,097,758 (26.4% of total gross)",3.79 (domestic box office/biggest weekend),36.7% (domestic box office/worldwide),,"2,084 opening theaters/2,084 max. theaters, 5.6 weeks average run per theater","$35,134,057","March 21st, 2003 (Wide) by Walt Disney","June 27th, 2003 (Wide) (United Kingdom)
","July 29th, 2003 by Walt Disney Home Entertainment",G,Winnie the Pooh,vs. The Jungle Book 2Create your own comparison chart…,,Spin-Off,Adventure,Hand Animation,Kids Fiction,United States,English,82 minutes,,"$23,103,423","$39,767,123","$62,870,546"
33,https://www.the-numbers.com/movie/View-from-the-Top,"['Christina Applegate', 'Mark Ruffalo', 'Candice Bergen', 'Kelly Preston', 'Rob Lowe', 'Mike Myers', 'Gwyneth Paltrow']","[['Bruno Barreto', 'Director'], ['Eric Wald', 'Screenwriter'], ['Brad Grey', 'Producer'], ['Matthew Baer', 'Producer'], ['Bobby Cohen', 'Producer'], ['Alan C. Blomquist', 'Executive Producer'], ['Amy Slotnick', 'Executive Producer'], ['Robbie Brenner', 'Executive Producer'], ['Dan Davis', 'Production Designer'], ['Christopher Greenbury', 'Editor'], ['Ray Hubley', 'Editor'], ['Charles Ireland', 'Editor'], ['Theodore Shapiro', 'Composer'], ['Affonso Beato', 'Director of Photography']]","$7,009,513 (44.9% of total gross)",2.23 (domestic box office/biggest weekend),80.0% (domestic box office/worldwide),,"2,508 opening theaters/2,508 max. theaters, 3.1 weeks average run per theater","$23,744,670","March 21st, 2003 (Wide) by Miramax",,,PG-13 for language/sexual references,,vs. Austin Powers in GoldmemberCreate your own comparison chart…,Travel Industry,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,87 minutes,"Brad Grey, Bruce Cohen Productions","$15,614,000","$3,912,014","$19,526,014"
34,https://www.the-numbers.com/movie/Ned-Kelly,"['Joel Edgerton', 'Laurence Kinlan', 'Philip Barantini', 'Kerry Condon', 'Kris McQuade', 'Heath Ledger', 'Orlando Bloom', 'Naomi Watts', 'Geoffrey Rush']","[['Gregor Jordan', 'Director'], ['John Michael McDonagh', 'Screenwriter'], ['Klaus Badelt', 'Composer']]","$43,704 (50.3% of total gross)",1.99 (domestic box office/biggest weekend),1.4% (domestic box office/worldwide),,"22 opening theaters/22 max. theaters, 2.0 weeks average run per theater","$128,408","March 26th, 2004 (Limited) by Universal","March 27th, 2003 (Wide) (Australia)
","July 27th, 2004 by Universal Home Entertainment",R for violence and brief nudity. ,,vs. Intolerable CrueltyCreate your own comparison chart…,,Based on Factual Book/Article,Multiple Genres,Live Action,Dramatization,"Australia, France, United Kingdom, United States",English,110 minutes,"Universal Pictures, StudioCanal, Working Title Films, Endymion Films, WTA Group","$86,959","$6,284,940","$6,371,899"
35,https://www.the-numbers.com/movie/Basic,"['Connie Nielsen', 'John Travolta', 'Samuel L. Jackson']","[['John McTiernan', 'Director'], ['James Vanderbilt', 'Screenwriter'], ['Mike Medavoy', 'Producer'], ['Arnie Messer', 'Producer'], ['James Vanderbilt', 'Producer'], ['Michael Tadross', 'Producer'], ['Moritz Borman', 'Executive Producer'], ['Nigel Sinclair', 'Executive Producer'], ['Basil Iwanyk', 'Executive Producer'], ['Jonathan Krane', 'Executive Producer'], ['Dennis Bradford', 'Production Designer'], ['George Folsey, Jr.', 'Editor'], ['Klaus Badelt', 'Composer'], ['Steve Mason', 'Director of Photography']]","$11,511,960 (43.3% of total gross)",2.31 (domestic box office/biggest weekend),62.4% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 0.9 times production budget)","2,876 opening theaters/2,876 max. theaters, 3.4 weeks average run per theater","$40,450,264","March 28th, 2003 (Wide) by Sony Pictures","June 20th, 2003 (Wide) (United Kingdom)
","July 8th, 2003 by Sony Pictures Home Entertainment",R for violence and language,,vs. Law Abiding CitizenCreate your own comparison chart…,"Military Life, Film Noir, Crime Thriller, Murder Mystery, Narcotics, Drug Dealer, Surprise Twist, Special Ops, Undercover",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,98 minutes,"Columbia Pictures, Intermedia Film","$26,599,248","$15,999,250","$42,598,498"
36,https://www.the-numbers.com/movie/Core-The,"['Stanley Tucci', 'DJ Qualls', 'Richard Jenkins', 'Tcheky Karyo', 'Bruce Greenwood', 'Alfre Woodard', 'Aaron Eckhart', 'Hilary Swank', 'Delroy Lindo']","[['Jon Amiel', 'Director'], ['Cooper Lane', 'Screenwriter'], ['John Rogers', 'Screenwriter'], ['David Foster', 'Producer'], ['Cooper Lane', 'Producer'], ['Sean Bailey', 'Producer'], ['John Lindley', 'Director of Photography'], ['Philip Harrison', 'Production Designer'], ['Terry Rawlings', 'Editor'], ['Dan Lester', 'Costume Designer'], ['Gregory L McMurry', 'Visual Effects Supervisor'], ['Christopher Young', 'Composer'], ['David Householter', 'Co-Producer']]","$12,053,131 (38.7% of total gross)",2.58 (domestic box office/biggest weekend),42.0% (domestic box office/worldwide),"$85,000,000 (worldwide box office is 0.9 times production budget)","3,017 opening theaters/3,019 max. theaters, 4.5 weeks average run per theater","$47,311,808","March 28th, 2003 (Wide) by Paramount Pictures","March 28th, 2003 (Wide) (United Kingdom)
April 18th, 2003 (Wide) (Italy)
","September 9th, 2003 by Paramount Home Video",PG-13 for sci-fi life/death situations and brief strong language,,vs. Phone BoothCreate your own comparison chart…,"End of the World, Disaster, Action Adventure",Original Screenplay,Action,Live Action,Science Fiction,United States,English,137 minutes,"Paramount Pictures, David Foster, Cooper Layne, Sean Bailey","$31,111,260","$43,009,532","$74,120,792"
37,https://www.the-numbers.com/movie/Head-of-State,[],"[['Chris Rock', 'Director'], ['Marcus Miller', 'Composer']]","$13,503,484 (35.7% of total gross)",2.80 (domestic box office/biggest weekend),98.7% (domestic box office/worldwide),"$35,200,000 (worldwide box office is 1.1 times production budget)","2,151 opening theaters/2,256 max. theaters, 4.7 weeks average run per theater","$57,465,676","March 28th, 2003 (Wide) by Dreamworks SKG",,"November 2nd, 2010 by Paramount Home Video","PG-13 for language, some sexuality and drug references",,vs. Bringing Down the HouseCreate your own comparison chart…,"Satirical Comedy, Satire, Political, Political Campaign, Underdog",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,"$37,788,228","$495,537","$38,283,765"
38,https://www.the-numbers.com/movie/Good-Thief-The,[],"[['Neil Jordan', 'Director']]","$131,580 (3.7% of total gross)",5.68 (domestic box office/biggest weekend),54.4% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 0.2 times production budget)","9 opening theaters/222 max. theaters, 5.5 weeks average run per theater","$5,349,613","April 2nd, 2003 (Limited) by Fox Searchlight",,,"R for language, sexuality, drug content and some violence",,vs. United PassionsCreate your own comparison chart…,"Heist, Film Noir",Remake,Drama,Live Action,Contemporary Fiction,,,,,"$3,517,797","$2,942,961","$6,460,758"
39,https://www.the-numbers.com/movie/Man-Apart-A,"['Larenz Tate', 'Timothy Olyphant', 'Geno Silva', 'Steve Eastin', 'Vin Diesel']","[['F. Gary Gray', 'Director'], ['Christian Gudegast', 'Screenwriter'], ['Paul Scheuring', 'Screenwriter'], ['Tucker Tooley', 'Producer'], ['Vincent Newman', 'Producer'], ['Joseph Nittolo', 'Producer'], ['Vin Diesel', 'Producer'], ['George Zakk', 'Producer'], ['Michael De Luca', 'Executive Producer'], ['Claire Rudnick Polstein', 'Executive Producer'], ['F. Gary Gray', 'Executive Producer'], ['Robert J. Degus', 'Executive Producer'], ['Ida Random', 'Production Designer'], ['Bob Brown', 'Editor'], ['William Hoy', 'Editor'], ['Anne Dudley', 'Composer'], ['Jack N. Green', 'Director of Photography'], ['Hans Bjerno', 'Director of Photography (Aerial)']]","$11,019,224 (41.6% of total gross)",2.40 (domestic box office/biggest weekend),60.5% (domestic box office/worldwide),"$36,000,000 (worldwide box office is 1.2 times production budget)","2,459 opening theaters/2,495 max. theaters, 3.7 weeks average run per theater","$40,299,335","April 4th, 2003 (Wide) by New Line","June 12th, 2003 (Wide) (Australia)
",,"R for strong graphic violence, language, drug content and sexuality.",,vs. John WickCreate your own comparison chart…,"Revenge, Hood Film, Action Thriller, Organized Crime, Going Legit, DEA Agent, Drug Cartels, Death of a Spouse or Fiancée / Fiancé, Vigilante",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,109 minutes,"Vincent Newman, Tucker Tooley, Joseph Nittolo Entertainment ","$26,500,000","$17,297,731","$43,797,731"
40,https://www.the-numbers.com/movie/Phone-Booth,[],"[['Joel Schumacher', 'Director'], ['Harry Gregson-Williams', 'Composer']]","$15,021,088 (32.3% of total gross)",3.10 (domestic box office/biggest weekend),47.6% (domestic box office/worldwide),"$11,000,000 (worldwide box office is 8.9 times production budget)","2,481 opening theaters/2,489 max. theaters, 5.3 weeks average run per theater","$70,814,619","April 4th, 2003 (Wide) by 20th Century Fox","April 18th, 2003 (Wide) (United Kingdom)
","July 8th, 2003 by Fox Home Entertainment",R for pervasive language and some violence,,vs. The CoreCreate your own comparison chart…,"Crime Thriller, Film Noir, One Location, Ransom",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,80 minutes,,"$46,566,212","$51,270,926","$97,837,138"
41,https://www.the-numbers.com/movie/What-a-Girl-Wants,"['Eileen Atkins', 'Anna Chancellor', 'Jonathan Pryce', 'Amanda Bynes', 'Colin Firth', 'Kelly Preston']","[['Dennie Gordon', 'Director'], ['Rupert Gregson-Williams', 'Composer']]","$11,434,964 (31.8% of total gross)",3.15 (domestic box office/biggest weekend),96.7% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 1.5 times production budget)","2,964 opening theaters/2,964 max. theaters, 5.1 weeks average run per theater","$54,731,824","April 4th, 2003 (Wide) by Warner Bros.","August 8th, 2003 (Wide) (United Kingdom)
","August 5th, 2003 by Warner Home Video",PG for mild language,,"vs. I Love You, ManCreate your own comparison chart…","Tween, Political, Unexpected Families, Search for Birth Parent, Family Comedy",Based on Play,Comedy,Live Action,Contemporary Fiction,United States,English,105 minutes,,"$35,990,505","$1,226,138","$37,216,643"
42,https://www.the-numbers.com/movie/Anger-Management,"['Marisa Tomei', 'Luis Guzmán', 'Woody Harrelson', 'John Turturro', 'Adam Sandler', 'Jack Nicholson']","[['Peter Segal', 'Director'], ['David Dorfman', 'Screenwriter'], ['Jack Giarraputo', 'Producer'], ['Barry Bernardi', 'Producer'], ['Adam Sandler', 'Executive Producer'], ['Allen Covert', 'Executive Producer'], ['Tim Herlihy', 'Executive Producer'], ['Todd Garner', 'Executive Producer'], ['John Jacobs', 'Executive Producer'], ['Michael Ewing', 'Co-Producer'], ['Allegra Clegg', 'Co-Producer'], ['Derek Dauchy', 'Co-Producer'], ['Teddy Castellucci', 'Composer']]","$42,220,847 (31.1% of total gross)",3.21 (domestic box office/biggest weekend),69.3% (domestic box office/worldwide),"$56,000,000 (worldwide box office is 3.5 times production budget)","3,551 opening theaters/3,656 max. theaters, 6.5 weeks average run per theater","$206,151,540","April 11th, 2003 (Wide) by Sony Pictures","June 6th, 2003 (Wide) (United Kingdom)
",,PG-13 on appeal for crude sexual content and language (previously rated R),,vs. The Longest YardCreate your own comparison chart…,Gratuitous Cameos,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,106 minutes,"Revolution Studios, Happy Madison","$135,560,942","$59,923,610","$195,484,552"
43,https://www.the-numbers.com/movie/Ghosts-of-the-Abyss,[],"[['James Cameron', 'Director'], ['James Cameron', 'Producer'], ['Chuck Comisky', 'Producer'], ['Gig Rackauskas', 'Producer'], ['Janace Tashjian', 'Producer'], ['Ed Marsh', 'Editor'], ['Sven Pape', 'Editor'], ['John Refoua', 'Editor'], ['Joel McNeely', 'Composer'], ['Vince Pace', 'Director of Photography']]","$1,408,474 (8.2% of total gross)",12.14 (domestic box office/biggest weekend),59.5% (domestic box office/worldwide),,"97 opening theaters/97 max. theaters, 19.7 weeks average run per theater","$25,892,586","April 11th, 2003 (IMAX) by Walt Disney","April 18th, 2003 (Wide) (United Kingdom)
September 4th, 2003 (Wide), released as Titanic3D: Ghosts of the Abyss (Australia)
","April 27th, 2004 by Buena Vista Home Entertainment",G for General Audiences,,vs. Pirates of the Caribbean: The Curse of the Black PearlCreate your own comparison chart…,"Underwater, 3-D, 3-D - Shot in 3-D",Based on Real Life Events,Documentary,Live Action,Factual,"France, United States",English,62 minutes,Walden Media,"$17,093,668","$11,648,645","$28,742,313"
44,https://www.the-numbers.com/movie/House-of-1-000-Corpses,[],"[['Rob Zombie', 'Director']]","$3,460,666 (27.4% of total gross)",3.65 (domestic box office/biggest weekend),74.3% (domestic box office/worldwide),"$7,000,000 (worldwide box office is 2.4 times production budget)","595 opening theaters/847 max. theaters, 5.0 weeks average run per theater","$19,214,360","April 11th, 2003 (Limited) by Lionsgate","March 11th, 2004 (Limited), released as House of 1000 Corpses (Australia)
","August 12th, 2003 by Lionsgate Home Entertainment","R for strong sadistic violence/gore, sexuality and language","House of 1,000 Corpses",vs. The Neon DemonCreate your own comparison chart…,"Slasher Horror, Cannibalism, Dysfunctional Family, Serial Killer",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,89 minutes,,"$12,634,962","$4,370,504","$17,005,466"
